word,pron,freq
~~~~~doxe,~~~~dOks,1.71
~~~~~dra,~~~dRa,17.660000000000004
~~~~~drai,~~~~~drai,22.029999999999998
~~~~~dras,~~~dRa,4.799999999999999
~~~~~drer,~~~dRe,4.970000000000001
~~~~~drez,~~~dRe,4.93
~~~~~drir,~~~dRiR,1.23
~~~~~dré,~~~dRe,4.720000000000001
~~~~~drée,~~~dRe,2.8400000000000003
~~~~~du,~~~dy,347.97
~~~~~due,~~~dy,20.470000000000002
~~~~~dues,~~~dy,2.33
~~~~~duis,~~~~d8i,1.82
~~~~~duit,~~~~~duit,4.609999999999999
~~~~~dus,~~~dy,8.01
~~~~~dé,~~~~de,239.67999999999995
~~~~~dée,~~~~de,16.48
~~~~~dées,~~~~de,3.5399999999999996
~~~~~dés,~~~~~de,8.959999999999999
~~~~~fait,~~~~~fE,12.309999999999999
~~~~~fant,~~~f@,1.17
~~~~~fard,~~faR,1.38
~~~~~fer,~~~~~fer,9.06
~~~~~fert,~~~~fER,10.14
~~~~~feur,~~f9R,37.35
~~~~~fie,~~~~fi,59.69
~~~~~fier,~~~~~fje,26.23
~~~~~fiez,~~~~~fje,2.1400000000000006
~~~~~fix,~~~~~fiks,1.22
~~~~~fié,~~~~~fje,20.59
~~~~~fiée,~~~~~fje,6.299999999999999
~~~~~fiés,~~~~fje,3.1799999999999997
~~~~~fler,~~~~fle,1.85
~~~~~flu,~~~~~flu,2.05
~~~~~flus,~~~~~flus,1.03
~~~~~flé,~~~~fle,5.069999999999999
~~~~~fois,~~~~fwa,32.26
~~~~~fort,~~~~fOR,4.78
~~~~~four,~~~~fuR,5.0
~~~~~fé,~~~~fe,6.71
~~~~~fée,~~~fe,1.52
~~~~~gais,~~~~~gE,10.620000000000001
~~~~~gal,~~~~gal,1.42
~~~~~ge,~~~~~Z,10.57
~~~~~gent,~~~~~Z@,2.27
~~~~~ger,~~~~~ger,122.03
~~~~~gers,~~~~~gers,42.42
~~~~~ges,~~~~~Z,2.62
~~~~~geux,~~~~Z2,20.56
~~~~~gez,~~~~Ze,9.62
~~~~~gie,~~~~~Zi,6.3100000000000005
~~~~~gien,~~~~~Zj5,1.96
~~~~~gies,~~~~Zi,1.88
~~~~~gion,~~~~Zj§,1.21
~~~~~gler,~~~~gle,6.87
~~~~~glé,~~~~gle,3.57
~~~~~glée,~~~~gle,1.6400000000000001
~~~~~gner,~~~~~Ne,13.629999999999999
~~~~~gnez,~~~~~Ne,6.92
~~~~~gnie,~~~~Ni,68.9
~~~~~gnol,~~~~NOl,2.09
~~~~~gnon,~~~~N§,11.190000000000001
~~~~~gné,~~~~Ne,4.54
~~~~~gnés,~~~~Ne,1.29
~~~~~got,~~~~~go,2.73
~~~~~gots,~~~~~go,5.34
~~~~~guer,~~~~~ge,2.6600000000000006
~~~~~gué,~~~~~ge,1.4100000000000001
~~~~~gé,~~~Ze,32.059999999999995
~~~~~gée,~~~~Ze,10.059999999999999
~~~~~gées,~~~~~Ze,1.78
~~~~~gés,~~~~~Ze,8.62
~~~~~has,~~~~~a,1.06
~~~~~haus,~~~~~os,1.77
~~~~~ka,~~~~~ka,1.33
~~~~~la,~~~~la,6.080000000000001
~~~~~lais,~~~~lE,3.2099999999999995
~~~~~lait,~~~~lE,4.76
~~~~~lant,~~~~~l@,4.21
~~~~~lard,~~~~~lard,7.72
~~~~~lat,~~~~la,33.38
~~~~~lats,~~~~la,3.36
~~~~~le,~~~~~l,10.200000000000001
~~~~~lect,~~~lEkt,1.14
~~~~~lent,~~~~l@,47.58
~~~~~ler,~~~~~ler,91.17000000000002
~~~~~lers,~~~~~lers,1.41
~~~~~les,~~~~~l,4.72
~~~~~let,~~~~~let,42.919999999999995
~~~~~lets,~~~~~lE,7.08
~~~~~leur,~~~~l9R,1.19
~~~~~leux,~~~~~leux,1.72
~~~~~lez,~~~~~lez,53.84
~~~~~li,~~~~~li,24.099999999999994
~~~~~lie,~~~~~lie,4.999999999999999
~~~~~lien,~~~~~lj5,2.6399999999999997
~~~~~lier,~~~~lje,14.2
~~~~~lies,~~~~~lies,1.57
~~~~~lin,~~~~l5,5.56
~~~~~lins,~~~~l5,5.21
~~~~~lion,~~~~lj§,4.0
~~~~~lir,~~~~~lir,9.86
~~~~~lis,~~~~~lis,3.41
~~~~~lit,~~~~~lit,3.19
~~~~~lo,~~~~lo,3.0399999999999996
~~~~~lon,~~~~l§,31.79
~~~~~lons,~~~~l§,9.03
~~~~~los,~~~lo,1.16
~~~~~lu,~~~~ly,1.4300000000000002
~~~~~lus,~~~~ly,1.55
~~~~~là,~~~~~la,7.56
~~~~~lé,~~~~le,38.90999999999999
~~~~~lée,~~~~~lée,11.309999999999999
~~~~~lées,~~~~~lées,2.5400000000000005
~~~~~lés,~~~~~le,5.6099999999999985
~~~~~ma,~~~ma,3.7399999999999998
~~~~~main,~~~~m5,29.789999999999996
~~~~~mais,~~~~~mE,39.46
~~~~~mait,~~~~mE,2.1999999999999997
~~~~~man,~~~~~man,3.77
~~~~~mans,~~~~~m@,5.47
~~~~~mant,~~~~~m@,3.8499999999999988
~~~~~mat,~~~~~ma,1.44
~~~~~mau,~~~~mo,1.38
~~~~~maux,~~~~mo,1.02
~~~~~me,~~~~~m,24.16
~~~~~meau,~~~~mo,1.59
~~~~~mel,~~~~mEl,1.23
~~~~~ment,~~~~m@,829.89
~~~~~mer,~~~~~mer,36.46
~~~~~mes,~~~~~m,3.62
~~~~~met,~~~~mE,3.0
~~~~~mets,~~~~mE,1.78
~~~~~meur,~~~~m9R,1.03
~~~~~mez,~~~~me,9.709999999999999
~~~~~mi,~~~~mi,20.830000000000002
~~~~~mie,~~~~~mi,30.830000000000002
~~~~~mier,~~~~mje,5.18
~~~~~mies,~~~~~mi,9.290000000000001
~~~~~mir,~~~~miR,15.379999999999999
~~~~~mis,~~~~mi,7.8
~~~~~mons,~~~~~mons,1.92
~~~~~mu,~~~~my,1.55
~~~~~mé,~~~~me,38.730000000000004
~~~~~mée,~~~~me,16.209999999999997
~~~~~mées,~~~~me,2.2399999999999998
~~~~~més,~~~~me,11.71
~~~~~na,~~~~na,3.37
~~~~~nais,~~~~nE,45.03000000000001
~~~~~nait,~~~~nE,15.379999999999999
~~~~~nal,~~~~~nal,78.05
~~~~~nant,~~~~n@,18.670000000000012
~~~~~nat,~~~~na,2.5
~~~~~naux,~~~~~no,8.91
~~~~~naît,~~~~nE,10.73
~~~~~ne,~~~~~n,14.219999999999999
~~~~~nel,~~~~~nEl,31.710000000000004
~~~~~nels,~~~~~nEl,17.049999999999997
~~~~~nent,~~~~n@,6.0200000000000005
~~~~~ner,~~~~~ner,108.95999999999997
~~~~~ners,~~~~~ners,1.02
~~~~~nes,~~~~~n,1.04
~~~~~net,~~~~~net,5.61
~~~~~neur,~~~~n9R,4.109999999999999
~~~~~nez,~~~~~ne,54.39
~~~~~ni,~~~~~ni,15.600000000000001
~~~~~nie,~~~~ni,13.34
~~~~~nien,~~~~nj5,1.1099999999999999
~~~~~nier,~~~~~nier,14.110000000000001
~~~~~nies,~~~~ni,3.13
~~~~~niez,~~~~nje,1.9600000000000004
~~~~~nion,~~~~nj§,4.76
~~~~~nir,~~~~niR,80.07
~~~~~nirs,~~~~niR,32.79
~~~~~nis,~~~~~ni,1.1300000000000001
~~~~~nit,~~~~ni,1.2
~~~~~nium,~~~~~njOm,3.86
~~~~~no,~~~~~no,5.35
~~~~~nons,~~~~~n§,10.799999999999999
~~~~~not,~~~~no,2.0300000000000002
~~~~~nots,~~~~no,1.18
~~~~~nu,~~~~ny,56.6
~~~~~nua,~~~~n8a,1.18
~~~~~nue,~~~~ny,122.9
~~~~~nuer,~~~~n8e,82.29
~~~~~nues,~~~~ny,13.49
~~~~~nus,~~~ny,8.86
~~~~~nué,~~~~n8e,12.03
~~~~~né,~~~~~ne,117.84
~~~~~née,~~~~~ne,37.32
~~~~~nées,~~~~~ne,5.289999999999998
~~~~~nés,~~~~~ne,10.389999999999997
~~~~~pa,~~~~pa,1.01
~~~~~pait,~~~~pE,1.2700000000000002
~~~~~pe,~~~~~pe,2.76
~~~~~per,~~~~~per,45.99
~~~~~peur,~~~~p9R,1.3499999999999999
~~~~~pez,~~~~pe,16.469999999999995
~~~~~phe,~~~~~f,10.81
~~~~~pi,~~~~~pi,4.449999999999999
~~~~~pie,~~~~pi,13.17
~~~~~pié,~~~~~pje,1.71
~~~~~plet,~~~plE,1.14
~~~~~pli,~~~pli,7.43
~~~~~plie,~~~pli,4.05
~~~~~plir,~~~pliR,9.73
~~~~~plis,~~~pli,1.85
~~~~~plit,~~~pli,2.17
~~~~~po,~~~~po,2.6500000000000004
~~~~~poir,~~~~~pwaR,10.61
~~~~~pons,~~~~p§,1.51
~~~~~port,~~~~pOR,13.06
~~~~~pris,~~~~pRi,1.17
~~~~~pé,~~~~pe,27.16
~~~~~pée,~~~~pe,4.699999999999999
~~~~~pés,~~~pe,2.88
~~~~~pôt,~~~~po,7.47
~~~~~pôts,~~~~po,2.28
~~~~~qua,~~~~~ka,2.07
~~~~~que,~~~~~k,3.31
~~~~~quer,~~~~~~ke,90.11
~~~~~ques,~~~~~k,1.42
~~~~~quet,~~~~kE,4.39
~~~~~quez,~~~~~~ke,14.35
~~~~~quin,~~~~k5,8.89
~~~~~qué,~~~~~ke,82.43000000000002
~~~~~quée,~~~~ke,7.8100000000000005
~~~~~qués,~~~~ke,5.880000000000001
~~~~~ra,~~~~Ra,193.32
~~~~~rai,~~~~RE,121.39999999999999
~~~~~raie,~~~~~RE,1.08
~~~~~rain,~~~~R5,5.75
~~~~~rais,~~~~RE,51.950000000000024
~~~~~rait,~~~~RE,56.31000000000003
~~~~~ral,~~~~Ral,2.0
~~~~~rang,~~~~~rang,2.17
~~~~~rant,~~~~~R@,11.399999999999999
~~~~~ras,~~~~~ras,48.430000000000014
~~~~~rat,~~~~~Ra,4.09
~~~~~raît,~~~~~RE,10.02
~~~~~raï,~~~~Raj,1.3
~~~~~re,~~~~~R,7.3
~~~~~reau,~~~~Ro,5.58
~~~~~rect,~~~REkt,1.67
~~~~~rel,~~~~~REl,3.41
~~~~~rels,~~~~~REl,1.4100000000000001
~~~~~rend,~~~~R@,1.15
~~~~~rent,~~~~R@,65.98
~~~~~rer,~~~~~rer,114.36999999999999
~~~~~res,~~~~~R,7.75
~~~~~ret,~~~~RE,3.21
~~~~~reur,~~~~~R9R,28.68
~~~~~reux,~~~~R2,91.11999999999999
~~~~~rez,~~~~~Re,80.10000000000004
~~~~~ri,~~~~~Ri,18.759999999999998
~~~~~ria,~~~~~ria,2.03
~~~~~rie,~~~~Ri,51.07
~~~~~rien,~~~~Rj5,1.8900000000000001
~~~~~rier,~~~~~rier,2.7600000000000002
~~~~~ries,~~~~Ri,83.23999999999998
~~~~~riez,~~~~~riez,6.0699999999999985
~~~~~rir,~~~RiR,14.839999999999998
~~~~~ris,~~~~~ris,1.28
~~~~~rit,~~~Ri,3.01
~~~~~ro,~~~Ro,7.52
~~~~~roi,~~~~Rwa,1.32
~~~~~ron,~~~~R§,7.839999999999999
~~~~~rons,~~~~~R§,32.17
~~~~~ront,~~~~R§,31.930000000000003
~~~~~ru,~~~~~Ry,93.89999999999999
~~~~~rue,~~~~~Ry,9.11
~~~~~rues,~~~~~Ry,3.34
~~~~~rus,~~~~~Ry,8.41
~~~~~rut,~~~~~rut,2.05
~~~~~ry,~~~~~Ri,1.04
~~~~~ré,~~~~~Re,100.02999999999999
~~~~~rée,~~~~~Re,24.090000000000003
~~~~~rées,~~~~~Re,4.709999999999998
~~~~~rés,~~~~Re,18.490000000000002
~~~~~sais,~~~~sE,4.709999999999998
~~~~~sait,~~~~sE,10.709999999999997
~~~~~san,~~~~~san,2.71
~~~~~sans,~~~~~sans,3.9000000000000004
~~~~~sant,~~~~~sant,16.95
~~~~~sard,~~~saR,2.0
~~~~~se,~~~~~se,9.95
~~~~~seau,~~~so,2.13
~~~~~sent,~~~~~z,2.7600000000000002
~~~~~ser,~~~~~ser,97.79
~~~~~ses,~~~~~z,5.29
~~~~~seur,~~~s9R,25.940000000000005
~~~~~seux,~~~~s2,5.6899999999999995
~~~~~sez,~~~~se,22.180000000000003
~~~~~si,~~~si,23.099999999999998
~~~~~sie,~~~~~sie,13.42
~~~~~sier,~~~~~sier,4.16
~~~~~siez,~~~~sje,1.12
~~~~~sif,~~~~sif,10.370000000000001
~~~~~sin,~~~s5,47.730000000000004
~~~~~sins,~~~s5,13.139999999999999
~~~~~sion,~~~~sj§,42.98
~~~~~sis,~~~~si,1.5
~~~~~sium,~~~~sjOm,1.68
~~~~~so,~~~~~so,1.4500000000000002
~~~~~son,~~~~~son,22.759999999999998
~~~~~sons,~~~~s§,10.99
~~~~~su,~~~~~su,1.07
~~~~~sy,~~~~~sy,3.85
~~~~~sé,~~~~~sé,62.129999999999995
~~~~~sée,~~~~se,10.89
~~~~~sées,~~~~~sées,2.7199999999999998
~~~~~sés,~~~~~sés,7.1099999999999985
~~~~~ta,~~~~ta,4.879999999999999
~~~~~tain,~~~~t5,1.49
~~~~~tais,~~~~~tE,9.200000000000001
~~~~~tait,~~~~tE,19.299999999999997
~~~~~tal,~~~~tal,1.6400000000000001
~~~~~tant,~~~~t@,217.20999999999998
~~~~~tars,~~~~taR,1.08
~~~~~tat,~~~~~ta,25.15
~~~~~tats,~~~~~ta,34.31
~~~~~te,~~~~~te,18.35
~~~~~teau,~~~~to,2.0
~~~~~tel,~~~~tEl,3.52
~~~~~tels,~~~~tEl,1.58
~~~~~tent,~~~~t@,6.17
~~~~~ter,~~~~~ter,195.33
~~~~~ters,~~~~~ters,2.11
~~~~~tes,~~~~~t,2.9600000000000004
~~~~~teur,~~~~~t9R,117.77000000000001
~~~~~tez,~~~~te,73.34
~~~~~thie,~~~~ti,6.87
~~~~~ti,~~~~ti,21.930000000000003
~~~~~tie,~~~~~ti,12.83
~~~~~tiel,~~~~~tiel,16.69
~~~~~tien,~~~~tj5,16.72
~~~~~tier,~~~~~tje,3.9800000000000004
~~~~~ties,~~~~ti,3.8499999999999996
~~~~~tiez,~~~~tje,3.1100000000000003
~~~~~tif,~~~~~tif,30.71999999999999
~~~~~tin,~~~~t5,9.769999999999998
