,word,pron,freq,len,phlen
98,abortar,aboRtaR,2.5,7,7
99,abortista,aboRtIsta,0.178571429,9,9
100,abortiva,aboRtIba,0.357142857,8,8
101,aborto,aboRto,10.0,6,6
102,abotonar,abotonaR,0.178571429,8,8
103,abovedada,abobedada,0.535714286,9,9
104,abovedado,abobedado,0.535714286,9,9
105,abra,abRa,6.071428571,4,4
106,abracadabra,abRakadabRa,0.357142857,11,11
107,abraham,abRaam,2.5,7,6
108,abrasador,abRasadoR,0.714285714,9,9
109,abrasadora,abRasadoRa,0.535714286,10,10
110,abrasar,abRasaR,0.178571429,7,7
111,abrasiva,abRasIba,0.178571429,8,8
112,abrasivo,abRasIbo,0.535714286,8,8
113,abrasion,abRasIon,0.357142857,8,8
114,abraxas,abRaksksas,0.178571429,7,10
115,abrazada,abRaTada,1.785714286,8,8
116,abrazadera,abRaTadeRa,0.178571429,10,10
117,abrazar,abRaTaR,3.035714286,7,7
118,abrazo,abRaTo,15.71428571,6,6
119,abrebotellas,abReboteLas,0.178571429,12,11
120,abrecoches,abRekoJes,0.178571429,10,9
121,abrevadero,abRebadeRo,1.071428571,10,10
122,abreviacion,abRebjaTIon,0.178571429,11,11
123,abreviada,abRebjada,0.892857143,9,9
124,abreviado,abRebjado,0.714285714,9,9
125,abreviar,abRebjaR,1.428571429,8,8
126,abreviatura,abRebjatURa,1.607142857,11,11
127,abridor,abRIdoR,0.178571429,7,7
128,abrigada,abRIgada,0.535714286,8,8
129,abrigado,abRIgado,1.785714286,8,8
130,abrigar,abRIgaR,1.25,7,7
131,abrigo,abRIgo,23.92857143,6,6
132,abril,abRIl,25.35714286,5,5
133,abrileña,abRIleNa,0.178571429,8,8
134,abrir,abRIR,49.10714286,5,5
135,abrirse,abRIRse,12.5,7,7
136,abrochar,abRoJaR,0.178571429,8,7
137,abroncar,abRonkaR,0.178571429,8,8
138,abrumador,abRUmadoR,2.142857143,9,9
139,abrumadora,abRUmadoRa,6.071428571,10,10
140,abrumar,abRUmaR,0.178571429,7,7
141,abrupta,abRUpta,1.964285714,7,7
142,abrupto,abRUpto,1.964285714,7,7
143,abrotano,abRotano,0.178571429,8,8
144,absceso,absTeso,0.178571429,7,7
145,abscisa,absTIsa,0.178571429,7,7
146,absentismo,absentIsmo,1.785714286,10,10
147,absolucion,absolUTIon,5.357142857,10,10
148,absoluta,absolUta,58.21428571,8,8
149,absolutismo,absolUtIsmo,2.5,11,11
150,absolutista,absolUtIsta,1.607142857,11,11
151,absoluto,absolUto,28.03571429,8,8
152,absolutoria,absolUtoRja,0.357142857,11,11
153,absolver,absolbeR,0.714285714,8,8
154,absorbencia,absoRbenTja,0.178571429,11,11
155,absorbente,absoRbente,1.25,10,10
156,absorber,absoRbeR,5.892857143,8,8
157,absorcion,absoRTIon,8.392857143,9,9
158,absorta,absoRta,3.392857143,7,7
159,absorto,absoRto,4.642857143,7,7
160,abstemia,abstemja,0.178571429,8,8
161,abstemio,abstemjo,0.535714286,8,8
162,abstencion,abstenTIon,6.964285714,10,10
163,abstinencia,abstInenTja,6.071428571,11,11
164,abstraccion,abstRakTIon,5.357142857,11,11
165,abstracta,abstRakta,2.857142857,9,9
166,abstracto,abstRakto,5.357142857,9,9
167,abstraida,abstRaIda,2.321428571,9,9
168,abstraido,abstRaIdo,2.142857143,9,9
169,abstrusa,abstRUsa,0.535714286,8,8
170,abstruso,abstRUso,0.178571429,8,8
171,absuelta,abswelta,0.714285714,8,8
172,absuelto,abswelto,2.321428571,8,8
173,absurda,absURda,15.53571429,7,7
174,absurdidad,absURdIdad,0.178571429,10,10
175,absurdo,absURdo,32.67857143,7,7
176,abuchear,abUJeaR,0.357142857,8,7
177,abucheo,abUJeo,1.25,7,6
178,abuela,abwela,70.53571429,6,6
179,abuelita,abwelIta,2.678571429,8,8
180,abuelo,abwelo,83.21428571,6,6
181,abulense,abUlense,0.178571429,8,8
182,abulia,abUlja,2.321428571,6,6
183,abultada,abUltada,1.428571429,8,8
184,abultado,abUltado,3.571428571,8,8
185,abultamiento,abUltamjento,0.357142857,12,12
186,abundado,abUndado,0.357142857,8,8
187,abundamiento,abUndamjento,0.178571429,12,12
188,abundancia,abUndanTja,12.85714286,10,10
189,abundante,abUndante,18.57142857,9,9
190,abundar,abUndaR,0.714285714,7,7
191,abundo,abUndo,0.178571429,6,6
192,abundosa,abUndosa,0.357142857,8,8
193,aburricion,abUrITIon,0.178571429,10,9
194,aburrida,abUrIda,6.428571429,8,7
195,aburrido,abUrIdo,12.85714286,8,7
196,aburrimiento,abUrImjento,16.42857143,12,11
197,aburrir,abUrIR,0.535714286,7,6
198,abusado,abUsado,0.714285714,7,7
199,abusar,abUsaR,2.857142857,6,6
200,abusiva,abUsIba,1.964285714,7,7
201,abusivo,abUsIbo,1.964285714,7,7
202,abuso,abUso,12.32142857,5,5
203,abuson,abUson,0.178571429,6,6
204,abyeccion,abyekTIon,0.714285714,9,9
205,abyecta,abyekta,1.25,7,7
206,abyecto,abyekto,0.714285714,7,7
207,abulica,abUlIka,0.714285714,7,7
208,abulico,abUlIko,0.357142857,7,7
209,aca,aka,0.357142857,3,3
210,acabada,akabada,6.071428571,7,7
211,acabado,akabado,26.42857143,7,7
212,acabamiento,akabamjento,1.25,11,11
213,acabar,akabaR,54.82142857,6,6
214,acabe,akabe,9.821428571,5,5
215,acabo,akabo,17.32142857,5,5
216,acacia,akaTja,1.428571429,6,6
217,acacias,akaTjas,5.178571429,7,7
218,academia,akademja,11.07142857,8,8
219,academicismo,akademITIsmo,0.178571429,12,12
220,academicista,akademITIsta,0.178571429,12,12
221,academizar,akademITaR,0.178571429,10,10
222,académica,akademIka,4.285714286,9,9
223,académico,akademIko,7.142857143,9,9
224,acaecer,akaeTeR,0.357142857,7,7
225,acallar,akaLaR,3.035714286,7,6
226,acalorada,akaloRada,1.25,9,9
227,acalorado,akaloRado,0.535714286,9,9
228,acampada,akampada,0.535714286,8,8
229,acampanado,akampanado,0.357142857,10,10
230,acampar,akampaR,0.714285714,7,7
231,acantilado,akantIlado,3.571428571,10,10
232,acanto,akanto,0.178571429,6,6
233,acaparador,akapaRadoR,0.178571429,10,10
234,acaparadora,akapaRadoRa,0.357142857,11,11
235,acaparar,akapaRaR,1.428571429,8,8
236,acariciador,akaRITjadoR,0.357142857,11,11
237,acariciadora,akaRITjadoRa,0.535714286,12,12
238,acariciar,akaRITjaR,6.964285714,9,9
239,acarrear,akareaR,4.107142857,8,7
240,acarreo,akareo,0.178571429,7,6
241,acaso,akaso,88.92857143,5,5
242,acatamiento,akatamjento,2.5,11,11
243,acatar,akataR,3.035714286,6,6
244,acato,akato,0.357142857,5,5
245,acaudalada,akawdalada,1.607142857,10,10
246,acaudalado,akawdalado,0.357142857,10,10
247,acceder,akTedeR,17.5,7,7
248,accesible,akTesIble,1.607142857,9,9
249,acceso,akTeso,47.32142857,6,6
250,accesoria,akTesoRja,0.535714286,9,9
251,accesorio,akTesoRjo,1.607142857,9,9
252,accidentada,akTIdentada,1.607142857,11,11
253,accidentado,akTIdentado,1.785714286,11,11
254,accidental,akTIdental,3.214285714,10,10
255,accidente,akTIdente,34.82142857,9,9
256,accionada,akTjonada,0.178571429,9,9
257,accionado,akTjonado,0.892857143,9,9
258,accionar,akTjonaR,1.071428571,8,8
259,accionariado,akTjonaRjado,2.142857143,12,12
260,accionarial,akTjonaRjal,1.071428571,11,11
261,accionista,akTjonIsta,3.571428571,10,10
262,accion,akTIon,127.5,6,6
263,accésit,akTesIt,0.178571429,7,7
264,acebal,aTebal,0.178571429,6,6
265,acebo,aTebo,0.535714286,5,5
266,acechadora,aTeJadoRa,0.178571429,10,9
267,acechanza,aTeJanTa,0.178571429,9,8
268,acechar,aTeJaR,0.892857143,7,6
269,acecho,aTeJo,7.142857143,6,5
270,acedia,aTedIa,0.178571429,6,6
271,aceitar,aTejtaR,0.357142857,7,7
272,aceitazo,aTejtaTo,0.178571429,8,8
273,aceite,aTejte,22.67857143,6,6
274,aceitera,aTejteRa,0.357142857,8,8
275,aceitosa,aTejtosa,0.178571429,8,8
276,aceitoso,aTejtoso,0.535714286,8,8
277,aceituna,aTejtUna,1.25,8,8
278,aceitunado,aTejtUnado,0.178571429,10,10
279,aceitunas,aTejtUnas,7.142857143,9,9
280,aceleracion,aTeleRaTIon,5.178571429,11,11
281,acelerada,aTeleRada,2.857142857,9,9
282,acelerado,aTeleRado,4.464285714,9,9
283,acelerador,aTeleRadoR,4.107142857,10,10
284,acelerar,aTeleRaR,6.071428571,8,8
285,aceleron,aTeleRon,0.178571429,8,8
286,acelga,aTelga,0.357142857,6,6
287,acendrada,aTendRada,0.714285714,9,9
288,acendrado,aTendRado,0.714285714,9,9
289,acendrar,aTendRaR,0.178571429,8,8
290,acento,aTento,21.60714286,6,6
291,acentuacion,aTentwaTIon,0.357142857,11,11
292,acentuar,aTentwaR,4.464285714,8,8
293,acepcion,aTepTIon,5.0,8,8
294,acepta,aTepta,23.57142857,6,6
295,aceptable,aTeptable,10.53571429,9,9
296,aceptacion,aTeptaTIon,17.14285714,10,10
297,aceptar,aTeptaR,51.42857143,7,7
298,aceptarse,aTeptaRse,2.5,9,9
299,acepto,aTepto,6.071428571,6,6
300,aceptor,aTeptoR,1.785714286,7,7
301,acequia,aTekja,3.392857143,7,6
302,acera,aTeRa,17.67857143,5,5
303,acerada,aTeRada,0.714285714,7,7
304,acerado,aTeRado,0.892857143,7,7
305,acerba,aTeRba,0.357142857,6,6
306,acerbo,aTeRbo,0.178571429,6,6
307,acerca,aTeRka,38.92857143,6,6
308,acercamiento,aTeRkamjento,7.5,12,12
309,acercar,aTeRkaR,6.25,7,7
310,acercarse,aTeRkaRse,24.10714286,9,9
311,acero,aTeRo,5.535714286,5,5
312,acertada,aTeRtada,3.392857143,8,8
313,acertado,aTeRtado,6.964285714,8,8
314,acertar,aTeRtaR,5.714285714,7,7
315,acertijo,aTeRtIxo,1.428571429,8,8
316,acervo,aTeRbo,1.25,6,6
317,aceria,aTeRIa,0.178571429,6,6
318,acetato,aTetato,0.178571429,7,7
319,acetileno,aTetIleno,0.535714286,9,9
320,acetona,aTetona,0.178571429,7,7
321,acezante,aTeTante,0.357142857,8,8
322,aceña,aTeNa,0.357142857,5,5
323,achacable,aJakable,0.178571429,9,8
324,achacar,aJakaR,1.25,7,6
325,achacosa,aJakosa,0.178571429,8,7
326,achacoso,aJakoso,0.178571429,8,7
327,achaparrado,aJaparado,0.892857143,11,9
328,achaque,aJake,0.892857143,7,5
329,achaques,aJakes,3.214285714,8,6
330,achatamiento,aJatamjento,0.535714286,12,11
331,achicado,aJIkado,0.357142857,8,7
332,achicamiento,aJIkamjento,0.178571429,12,11
333,achicar,aJIkaR,1.071428571,7,6
334,achicoria,aJIkoRja,0.178571429,9,8
335,achique,aJIke,0.535714286,7,5
336,achocolatado,aJokolatado,0.178571429,12,11
337,achuchar,aJUJaR,0.178571429,8,6
338,achuchon,aJUJon,0.178571429,8,6
339,achulado,aJUlado,0.178571429,8,7
340,aciaga,aTjaga,0.892857143,6,6
341,aciago,aTjago,1.071428571,6,6
342,acicalado,aTIkalado,0.892857143,9,9
343,acicate,aTIkate,3.035714286,7,7
344,acidez,aTIdeT,6.428571429,6,6
345,acidosis,aTIdosIs,0.178571429,8,8
346,acierto,aTjeRto,14.46428571,7,7
347,aclamacion,aklamaTIon,0.714285714,10,10
348,aclamar,aklamaR,1.071428571,7,7
349,aclaracion,aklaRaTIon,2.678571429,10,10
350,aclarada,aklaRada,0.714285714,8,8
351,aclarado,aklaRado,3.214285714,8,8
352,aclarar,aklaRaR,13.92857143,7,7
353,aclaratoria,aklaRatoRja,0.357142857,11,11
354,aclaratorio,aklaRatoRjo,0.714285714,11,11
355,aclimatacion,aklImataTIon,0.178571429,12,12
356,acné,akne,2.678571429,4,4
357,acobardar,akobaRdaR,0.178571429,9,9
358,acodada,akodada,0.357142857,7,7
359,acodado,akodado,1.964285714,7,7
360,acogedor,akoxedoR,2.321428571,8,8
361,acogedora,akoxedoRa,2.5,9,9
362,acoger,akoxeR,2.678571429,6,6
363,acogida,akoxIda,7.857142857,7,7
364,acogido,akoxIdo,4.464285714,7,7
365,acogimiento,akoxImjento,0.357142857,11,11
366,acolchada,akolJada,0.178571429,9,8
367,acolchado,akolJado,1.071428571,9,8
368,acometer,akometeR,3.392857143,8,8
369,acometida,akometIda,0.892857143,9,9
370,acomodacion,akomodaTIon,1.25,11,11
371,acomodada,akomodada,2.321428571,9,9
372,acomodado,akomodado,2.857142857,9,9
373,acomodador,akomodadoR,0.892857143,10,10
374,acomodadora,akomodadoRa,0.178571429,11,11
375,acomodar,akomodaR,3.214285714,8,8
376,acomodarse,akomodaRse,3.035714286,10,10
377,acomodaticia,akomodatITja,0.178571429,12,12
378,acomodaticio,akomodatITjo,0.178571429,12,12
379,acomodo,akomodo,2.5,7,7
380,acompasada,akompasada,0.178571429,10,10
381,acompasado,akompasado,1.071428571,10,10
382,acompañada,akompaNada,14.46428571,10,10
383,acompañado,akompaNado,23.57142857,10,10
384,acompañante,akompaNante,9.285714286,11,11
385,acompañar,akompaNaR,8.214285714,9,9
386,acomplejada,akomplexada,0.535714286,11,11
387,acomplejado,akomplexado,1.428571429,11,11
388,acondicionar,akondITjonaR,0.892857143,12,12
389,aconfesional,akonfesjonal,0.178571429,12,12
390,acongojar,akongoxaR,0.178571429,9,9
391,aconsejable,akonsexable,4.464285714,11,11
392,aconsejada,akonsexada,0.357142857,10,10
393,aconsejado,akonsexado,4.285714286,10,10
394,aconsejador,akonsexadoR,0.178571429,11,11
395,aconsejar,akonsexaR,2.142857143,9,9
396,acontecer,akonteTeR,3.571428571,9,9
397,acontecido,akonteTIdo,0.892857143,10,10
398,acopiar,akopjaR,0.178571429,7,7
399,acopio,akopjo,2.321428571,6,6
400,acoplada,akoplada,0.178571429,8,8
401,acoplado,akoplado,1.071428571,8,8
402,acoplamiento,akoplamjento,2.678571429,12,12
403,acoplar,akoplaR,0.714285714,7,7
404,acoquinado,akokjnado,0.178571429,10,9
405,acorazada,akoRaTada,1.428571429,9,9
406,acorazado,akoRaTado,1.25,9,9
407,acorazonado,akoRaTonado,0.178571429,11,11
408,acorchado,akoRJado,0.178571429,9,8
409,acordada,akoRdada,0.357142857,8,8
410,acordado,akoRdado,5.714285714,8,8
411,acordar,akoRdaR,2.857142857,7,7
412,acorde,akoRde,7.142857143,6,6
413,acordeonista,akoRdeonIsta,0.357142857,12,12
414,acordeon,akoRdeon,1.785714286,8,8
415,acordonado,akoRdonado,0.357142857,10,10
416,acordonar,akoRdonaR,0.178571429,9,9
417,acorralar,akoralaR,0.714285714,9,8
418,acorro,akoro,0.178571429,6,5
419,acortamiento,akoRtamjento,0.357142857,12,12
420,acortar,akoRtaR,1.071428571,7,7
421,acosador,akosadoR,0.357142857,8,8
422,acosar,akosaR,0.357142857,6,6
423,acoso,akoso,8.928571429,5,5
424,acostada,akostada,1.428571429,8,8
425,acostado,akostado,5.357142857,8,8
426,acostar,akostaR,1.25,7,7
427,acostarse,akostaRse,8.214285714,9,9
428,acostumbrar,akostUmbRaR,1.428571429,11,11
429,acotacion,akotaTIon,0.357142857,9,9
430,acotada,akotada,0.714285714,7,7
431,acotar,akotaR,1.607142857,6,6
432,acracia,akRaTja,0.357142857,7,7
433,acre,akRe,1.607142857,4,4
434,acrecentar,akReTentaR,2.5,10,10
435,acrecer,akReTeR,0.178571429,7,7
436,acreditada,akRedItada,2.321428571,10,10
437,acreditado,akRedItado,3.214285714,10,10
438,acreditar,akRedItaR,1.428571429,9,9
439,acreditativo,akRedItatIbo,0.535714286,12,12
440,acreedor,akReedoR,2.857142857,8,8
441,acremente,akRemente,0.178571429,9,9
442,acrisolada,akRIsolada,0.178571429,10,10
443,acrisolado,akRIsolado,0.357142857,10,10
444,acristalada,akRIstalada,1.785714286,11,11
445,acristalado,akRIstalado,0.357142857,11,11
446,acritud,akRItUd,2.5,7,7
447,acrobacia,akRobaTja,0.535714286,9,9
448,acrobatico,akRobatIko,0.178571429,10,10
449,acromegalia,akRomegalja,0.178571429,11,11
450,acrilica,akRIlIka,0.178571429,8,8
451,acrilico,akRIlIko,0.357142857,8,8
452,acrobata,akRobata,0.357142857,8,8
453,acronico,akRonIko,0.178571429,8,8
454,acronimo,akRonImo,0.714285714,8,8
455,acropolis,akRopolIs,0.535714286,9,9
456,acrostico,akRostIko,0.357142857,9,9
457,acta,akta,8.571428571,4,4
458,actitud,aktItUd,85.0,7,7
459,activa,aktIba,23.75,6,6
460,activacion,aktIbaTIon,6.785714286,10,10
461,activadores,aktIbadoRes,1.964285714,11,11
462,activamente,aktIbamente,3.928571429,11,11
463,activar,aktIbaR,2.142857143,7,7
464,actividad,aktIbIdad,99.10714286,9,9
465,activista,aktIbIsta,1.25,9,9
466,activo,aktIbo,25.35714286,6,6
467,acto,akto,77.85714286,4,4
468,actor,aktoR,38.92857143,5,5
469,actriz,aktRIT,17.85714286,6,6
470,actuacion,aktwaTIon,42.5,9,9
471,actuado,aktwado,6.607142857,7,7
472,actual,aktwal,129.1071429,6,6
473,actualidad,aktwalIdad,45.0,10,10
474,actualizar,aktwalITaR,1.071428571,10,10
475,actualmente,aktwalmente,53.92857143,11,11
476,actuante,aktwante,0.892857143,8,8
477,actuar,aktwaR,39.28571429,6,6
478,actuaria,aktwaRja,0.357142857,8,8
479,acuarela,akwaRela,0.714285714,8,8
480,acuario,akwaRjo,1.607142857,7,7
481,acuartelada,akwaRtelada,0.178571429,11,11
482,acuartelado,akwaRtelado,0.178571429,11,11
483,acucharada,akUJaRada,0.178571429,10,9
484,acuchillada,akUJILada,0.178571429,11,9
485,acuchillado,akUJILado,0.357142857,11,9
486,acuchillador,akUJILadoR,0.178571429,12,10
487,acuchillar,akUJILaR,0.357142857,10,8
488,acucia,akUTja,0.357142857,6,6
489,acuciador,akUTjadoR,0.178571429,9,9
490,acuciamiento,akUTjamjento,0.178571429,12,12
491,acuciosa,akUTjosa,0.178571429,8,8
492,acudir,akUdIR,25.17857143,6,6
493,acueducto,akwedUkto,1.071428571,9,9
494,acuerdo,akweRdo,193.0357143,7,7
495,acuesto,akwesto,1.785714286,7,7
496,acuicultura,akwjkUltURa,1.964285714,11,11
497,acuidad,akwjdad,0.178571429,7,7
498,aculado,akUlado,0.357142857,7,7
499,acullico,akULIko,0.178571429,8,7
500,aculla,akULa,0.178571429,6,5
501,acumulacion,akUmUlaTIon,17.85714286,11,11
502,acumular,akUmUlaR,5.178571429,8,8
503,acumulativa,akUmUlatIba,0.714285714,11,11
504,acumulativo,akUmUlatIbo,0.357142857,11,11
505,acunar,akUnaR,0.178571429,6,6
506,acuosa,akwosa,1.607142857,6,6
507,acuoso,akwoso,0.892857143,6,6
508,acupuntura,akUpUntURa,5.357142857,10,10
509,acurrucarse,akUrUkaRse,0.535714286,11,10
510,acusacion,akUsaTIon,13.92857143,9,9
511,acusada,akUsada,6.071428571,7,7
512,acusado,akUsado,18.75,7,7
513,acusador,akUsadoR,1.964285714,8,8
514,acusadora,akUsadoRa,0.535714286,9,9
515,acusar,akUsaR,3.75,6,6
516,acusativo,akUsatIbo,0.535714286,9,9
517,acusatoria,akUsatoRja,0.357142857,10,10
518,acusatorio,akUsatoRjo,0.357142857,10,10
519,acuse,akUse,1.607142857,5,5
520,acusica,akUsIka,0.357142857,7,7
521,acuatica,akUatIka,0.535714286,8,8
522,acuatico,akUatIko,2.321428571,8,8
523,acuifero,akUIfeRo,0.357142857,8,8
524,acuñador,akUNadoR,0.178571429,8,8
525,acuñar,akUNaR,0.535714286,6,6
526,aca,aka,12.32142857,3,3
527,acéfala,aTefala,0.178571429,7,7
528,acéfalo,aTefalo,0.357142857,7,7
529,acérrimo,aTerImo,0.714285714,8,7
530,acibar,aTIbaR,0.357142857,6,6
531,acolito,akolIto,1.071428571,7,7
532,acustica,akUstIka,2.142857143,8,8
533,acustico,akUstIko,2.857142857,8,8
534,adagio,adaxjo,0.892857143,6,6
535,adalid,adalId,1.071428571,6,6
536,adamascada,adamaskada,0.178571429,10,10
537,adamascado,adamaskado,0.178571429,10,10
538,adaptable,adaptable,0.178571429,9,9
539,adaptacion,adaptaTIon,16.25,10,10
540,adaptador,adaptadoR,0.892857143,9,9
541,adaptar,adaptaR,3.928571429,7,7
542,adaptarse,adaptaRse,7.678571429,9,9
543,adarga,adaRga,0.357142857,6,6
544,adarme,adaRme,0.535714286,6,6
545,adecentar,adeTentaR,0.892857143,9,9
546,adecuacion,adekwaTIon,5.357142857,10,10
547,adecuada,adekwada,26.96428571,8,8
548,adecuado,adekwado,33.21428571,8,8
549,adecuar,adekwaR,1.785714286,7,7
550,adefesio,adefesjo,0.535714286,8,8
551,adelantada,adelantada,1.607142857,10,10
552,adelantado,adelantado,8.75,10,10
553,adelantar,adelantaR,4.821428571,9,9
554,adelante,adelante,92.85714286,8,8
555,adelanto,adelanto,4.285714286,8,8
556,adelgazar,adelgaTaR,4.464285714,9,9
557,ademan,ademan,11.96428571,6,6
558,ademas,ademas,320.3571429,6,6
559,adentrarse,adentRaRse,3.035714286,10,10
560,adentro,adentRo,18.21428571,7,7
561,adepta,adepta,0.178571429,6,6
562,adepto,adepto,0.178571429,6,6
563,aderezada,adeReTada,0.357142857,9,9
564,aderezado,adeReTado,1.785714286,9,9
565,aderezar,adeReTaR,0.535714286,8,8
566,aderezo,adeReTo,1.785714286,7,7
567,adherencia,adeRenTja,0.535714286,10,9
568,adhesiva,adesIba,0.535714286,8,7
569,adhesivo,adesIbo,1.071428571,8,7
570,adhesion,adesIon,8.75,8,7
571,adiccion,adIkTIon,10.35714286,8,8
572,adicional,adITjonal,9.464285714,9,9
573,adicion,adITIon,3.214285714,7,7
574,adicta,adIkta,1.428571429,6,6
575,adictiva,adIktIba,1.071428571,8,8
576,adictivo,adIktIbo,1.607142857,8,8
577,adicto,adIkto,3.392857143,6,6
578,adictos,adIktos,3.928571429,7,7
579,adiestrada,adjestRada,0.535714286,10,10
580,adiestrado,adjestRado,0.714285714,10,10
581,adiestrador,adjestRadoR,0.535714286,11,11
582,adiestrar,adjestRaR,1.071428571,9,9
583,adinerada,adIneRada,0.892857143,9,9
584,adinerado,adIneRado,0.357142857,9,9
585,adiposa,adIposa,0.178571429,7,7
586,adiposo,adIposo,1.428571429,7,7
587,aditamento,adItamento,1.428571429,10,10
588,aditiva,adItIba,0.357142857,7,7
589,aditivo,adItIbo,1.071428571,7,7
590,adivina,adIbIna,5.178571429,7,7
591,adivinaba,adIbInaba,5.535714286,9,9
592,adivinacion,adIbInaTIon,1.964285714,11,11
593,adivinadora,adIbInadoRa,0.357142857,11,11
594,adivinanza,adIbInanTa,0.714285714,10,10
595,adivinar,adIbInaR,14.10714286,8,8
596,adivinatoria,adIbInatoRja,0.178571429,12,12
597,adivinatorio,adIbInatoRjo,0.535714286,12,12
598,adivino,adIbIno,2.142857143,7,7
599,adios,adIos,25.0,5,5
600,adjetiva,adxetIba,0.357142857,8,8
601,adjetivacion,adxetIbaTIon,0.357142857,12,12
602,adjetivar,adxetIbaR,0.357142857,9,9
603,adjetivo,adxetIbo,7.142857143,8,8
604,adjudicacion,adxUdIkaTIon,4.464285714,12,12
605,adjudicar,adxUdIkaR,2.678571429,9,9
606,adjunta,adxUnta,2.142857143,7,7
607,adjunto,adxUnto,6.964285714,7,7
608,administrada,admInIstRada,2.321428571,12,12
