idx,word,pron,freq,len,phlen,nsyl,nbhomogr,nhomoph
1508,administrations,administRasj&,0.16,15,13,5,1,2
1509,administrative,administRativ,0.71,14,13,10,4,6
1510,administrativement,administRativ°m@,0.05,18,16,7,1,1
1511,administratives,administRativ,0.6,15,13,5,1,3
1512,administratrice,administRatRis,0.1,15,14,5,1,1
1513,administre,administR,0.92,10,9,3,1,3
1514,administrent,administR,0.04,12,9,3,1,3
1515,administrer,administRe,1.12,11,10,4,1,13
1516,administrera,administR°Ra,0.05,12,12,5,1,1
1517,administrerai,administR°RE,0.16,13,12,5,1,1
1518,administrerons,administR°R&,0.03,14,12,5,1,1
1519,administres,administR,0.01,11,9,3,1,3
1520,administrez,administRe,0.1,11,10,4,1,13
1521,administré,administRe,0.8500000000000001,10,10,12,9,39
1522,administrée,administRe,0.19,11,10,4,3,13
1523,administrées,administRe,0.01,12,10,4,3,13
1524,administrés,administRe,0.43000000000000005,11,10,8,4,26
1525,admira,admiRa,0.01,6,6,3,1,1
1526,admirable,admiRabl,6.02,9,8,3,1,2
1527,admirablement,admiRabl°m@,0.71,13,11,5,1,1
1528,admirables,admiRabl,0.49,10,8,3,1,2
1529,admirai,admiRE,0.14,7,6,3,1,4
1530,admiraient,admiRE,0.06,10,6,3,1,4
1531,admirais,admiRE,3.11,8,6,3,1,4
1532,admirait,admiRE,0.99,8,6,3,1,4
1533,admirant,admiR@,0.08,8,6,3,1,1
1534,admirateur,admiRat9R,2.6599999999999997,10,9,8,4,8
1535,admirateurs,admiRat9R,2.36,11,9,8,4,8
1536,admiratif,admiRatif,0.26,9,9,4,1,2
1537,admiration,admiRasj&,4.54,10,9,4,1,2
1538,admirative,admiRativ,0.02,10,9,4,1,2
1539,admiratives,admiRativ,0.14,11,9,4,1,2
1540,admiratrice,admiRatRis,0.39,11,10,8,4,6
1541,admiratrices,admiRatRis,0.36,12,10,4,1,3
1542,admire,admiR,13.85,6,5,2,1,4
1543,admirent,admiR,0.86,8,5,2,2,4
1544,admirer,admiRe,6.5,7,6,3,1,6
1545,admirera,admiR°Ra,0.05,8,8,4,1,1
1546,admirerai,admiR°RE,0.04,9,8,4,1,3
1547,admirerais,admiR°RE,0.04,10,8,4,1,3
1548,admirerait,admiR°RE,0.03,10,8,4,1,3
1549,admirerez,admiR°Re,0.01,9,8,4,1,1
1550,admireront,admiR°R&,0.04,10,8,4,1,1
1551,admires,admiR,0.82,7,5,2,1,4
1552,admirez,admiRe,2.25,7,6,3,1,6
1553,admiriez,admiRje,0.22,8,7,3,1,1
1554,admirions,admiRj&,0.12,9,7,3,1,1
1555,admirons,admiR&,0.43,8,6,3,1,1
1556,admiré,admiRe,2.0,6,6,3,1,6
1557,admirée,admiRe,0.66,7,6,3,1,6
1558,admirées,admiRe,0.04,8,6,3,1,6
1559,admirés,admiRe,0.05,7,6,3,1,6
1560,admis,admi,7.63,5,4,6,9,15
1561,admise,admiz,1.88,6,5,4,4,8
1562,admises,admiz,0.22,7,5,4,4,8
1563,admissibilité,admisibilite,0.02,13,12,6,1,1
1564,admissible,admisibl,0.44,10,8,3,2,4
1565,admissibles,admisibl,0.060000000000000005,11,8,6,4,8
1566,admission,admisj&,2.34,9,7,3,1,2
1567,admissions,admisj&,1.08,10,7,3,1,2
1568,admit,admi,0.24,5,4,2,1,5
1569,admoneste,admonEst,0.02,9,8,3,1,1
1570,admonester,admonEste,0.01,10,9,4,1,3
1571,admonition,admonisj&,0.01,10,9,4,1,2
1572,admonitions,admonisj&,0.11,11,9,4,1,2
1573,ado,ado,3.4,3,3,2,1,2
1574,adobe,adOb,0.08,5,4,2,1,1
1575,adolescence,adoles@s,2.88,11,8,4,1,2
1576,adolescent,adoles@,3.65,10,7,8,4,8
1577,adolescente,adoles@t,2.2800000000000002,11,8,8,4,8
1578,adolescentes,adoles@t,0.6000000000000001,12,8,8,4,8
1579,adolescents,adoles@,2.76,11,7,8,4,8
1580,adon,ad&,0.01,4,3,2,1,1
1581,adonis,adonis,0.28,6,6,3,1,1
1582,adonnaient,adonE,0.16,10,5,3,1,4
1583,adonnais,adonE,0.01,8,5,3,1,4
1584,adonnait,adonE,0.09,8,5,3,1,4
1585,adonnant,adon@,0.02,8,5,3,1,1
1586,adonne,adOn,0.55,6,4,2,1,2
1587,adonnent,adOn,0.2,8,4,2,1,2
1588,adonner,adone,0.48,7,5,3,1,6
1589,adonnez,adone,0.01,7,5,3,1,6
1590,adonné,adone,0.04,6,5,3,1,6
1591,adonnée,adone,0.02,7,5,3,1,6
1592,adonnés,adone,0.01,7,5,3,1,6
1593,adopta,adOpta,0.05,6,6,3,1,2
1594,adoptai,adOptE,0.02,7,6,3,1,4
1595,adoptaient,adOptE,0.01,10,6,3,1,4
1596,adoptait,adOptE,0.13,8,6,3,1,4
1597,adoptant,adOpt@,0.06,8,6,3,3,3
1598,adopte,adOpt,1.28,6,5,2,1,2
1599,adoptent,adOpt,0.11,8,5,2,1,2
1600,adopter,adOpte,7.25,7,6,3,1,14
1601,adoptera,adOpt°Ra,0.14,8,8,4,1,1
1602,adopterai,adOpt°RE,0.05,9,8,4,1,3
1603,adopterait,adOpt°RE,0.02,10,8,4,1,3
1604,adopterez,adOpt°Re,0.02,9,8,4,1,1
1605,adopterons,adOpt°R&,0.02,10,8,4,1,2
1606,adopteront,adOpt°R&,0.04,10,8,4,1,2
1607,adoptez,adOpte,0.23,7,6,3,1,14
1608,adoptif,adOptif,2.15,7,7,3,1,2
1609,adoptifs,adOptif,1.12,8,7,3,1,2
1610,adoption,adOpsj&,3.97,8,7,3,1,2
1611,adoptions,adOpsj&,0.09,9,7,3,2,2
1612,adoptive,adOptiv,0.7,8,7,3,1,2
1613,adoptives,adOptiv,0.01,9,7,3,1,2
1614,adoptons,adOpt&,0.28,8,6,3,1,1
1615,adoptèrent,adOptER,0.02,10,7,3,1,1
1616,adopté,adOpte,4.430000000000001,6,6,9,9,42
1617,adoptée,adOpte,1.6,7,6,9,9,42
1618,adoptées,adOpte,0.18000000000000002,8,6,6,6,28
1619,adoptés,adOpte,0.32,7,6,9,9,42
1620,adora,adoRa,0.06,5,5,3,1,1
1621,adorable,adoRabl,23.0,8,7,3,1,2
1622,adorablement,adoRabl°m@,0.2,12,10,5,1,1
1623,adorables,adoRabl,2.94,9,7,3,1,2
1624,adorai,adoRE,0.03,6,5,3,1,4
1625,adoraient,adoRE,1.29,9,5,3,1,4
1626,adorais,adoRE,6.44,7,5,3,1,4
1627,adorait,adoRE,7.02,7,5,3,1,4
1628,adorant,adoR@,0.15000000000000002,7,5,6,4,6
1629,adorateur,adoRat9R,0.3,9,8,4,1,2
1630,adorateurs,adoRat9R,0.71,10,8,4,1,2
1631,adoration,adoRasj&,0.88,9,8,4,1,2
1632,adoratrice,adoRatRis,0.21,10,9,4,1,2
1633,adoratrices,adoRatRis,0.11,11,9,4,1,2
1634,adore,adOR,121.69,5,4,2,1,3
1635,adorent,adOR,10.76,7,4,2,1,3
1636,adorer,adoRe,11.79,6,5,3,1,6
1637,adorera,adOR°Ra,0.75,7,7,4,1,2
1638,adorerai,adOR°RE,0.36,8,7,4,1,4
1639,adoreraient,adOR°RE,0.52,11,7,4,1,4
1640,adorerais,adOR°RE,7.39,9,7,4,1,4
1641,adorerait,adOR°RE,1.32,9,7,4,1,4
1642,adoreras,adOR°Ra,0.6,8,7,4,1,2
1643,adorerez,adOR°Re,0.51,8,7,4,1,1
1644,adoreriez,adOR°Rje,0.08,9,8,4,1,1
1645,adorerions,adOR°Rj&,0.12,10,8,4,1,1
1646,adorerons,adOR°R&,0.01,9,7,4,1,2
1647,adoreront,adOR°R&,0.24,9,7,4,1,2
1648,adores,adOR,4.37,6,4,2,1,3
1649,adorez,adoRe,1.11,6,5,3,1,6
1650,adoriez,adoRje,0.26,7,6,3,1,1
1651,adorions,adoRj&,0.09,8,6,3,1,1
1652,adorne,adORn,0.01,6,5,2,1,1
1653,adorons,adoR&,1.22,7,5,3,1,1
1654,adorèrent,adORER,0.02,9,6,3,1,1
1655,adoré,adoRe,12.81,5,5,3,1,6
1656,adorée,adoRe,2.27,6,5,3,1,6
1657,adorées,adoRe,0.19,7,5,3,1,6
1658,adorés,adoRe,0.24,6,5,3,1,6
1659,ados,ado,3.27,4,3,2,1,2
1660,adossai,adosE,0.1,7,5,3,1,4
1661,adossais,adosE,0.01,8,5,3,1,4
1662,adossant,ados@,0.01,8,5,3,1,1
1663,adosse,ados,0.28,6,4,2,1,2
1664,adosser,adose,0.07,7,5,3,1,9
1665,adossez,adose,0.04,7,5,3,1,9
1666,adossé,adose,0.31000000000000005,6,5,6,4,18
1667,adossée,adose,0.1,7,5,3,2,9
1668,adossées,adose,0.01,8,5,3,1,9
1669,adoubement,adub°m@,0.01,10,7,4,1,1
1670,adouber,adube,0.01,7,5,3,1,2
1671,adoubé,adube,0.03,6,5,3,1,2
1672,adouci,adusi,0.46,6,5,6,4,16
1673,adoucie,adusi,0.29,7,5,3,1,8
1674,adoucies,adusi,0.02,8,5,3,1,8
1675,adoucir,adusiR,1.56,7,6,3,1,2
1676,adoucira,adusiRa,0.09,8,7,4,1,1
1677,adoucirait,adusiRE,0.02,10,7,4,1,1
1678,adoucis,adusi,0.21000000000000002,7,5,6,4,16
1679,adoucissait,adusisE,0.02,11,7,4,1,2
1680,adoucissant,adusis@,0.06,11,7,4,3,3
1681,adoucisse,adusis,0.01,9,6,3,1,2
1682,adoucissement,adusis°m@,0.01,13,9,5,1,2
1683,adoucissent,adusis,0.02,11,6,3,1,2
1684,adoucisseur,adusis9R,0.03,11,8,4,1,2
1685,adoucisseurs,adusis9R,0.01,12,8,4,1,2
1686,adoucissez,adusise,0.13,10,7,4,1,1
1687,adoucit,adusi,0.46,7,5,3,1,8
1688,adp,adepe,0.04,3,5,3,1,1
1689,adressa,adREsa,0.19,7,6,3,1,2
1690,adressage,adResaZ,0.01,9,7,3,1,1
1691,adressaient,adREsE,0.06,11,6,3,1,4
1692,adressais,adREsE,0.24,9,6,3,1,4
1693,adressait,adREsE,0.76,9,6,3,1,4
1694,adressant,adREs@,0.41,9,6,3,1,1
1695,adresse,adREs,76.6,7,5,4,4,10
1696,adressent,adREs,0.71,9,5,2,1,5
1697,adresser,adRese,7.95,8,6,3,1,5
1698,adressera,adREs°Ra,0.66,9,8,4,1,2
1699,adresserai,adREs°RE,0.34,10,8,4,1,4
1700,adresserais,adREs°RE,0.04,11,8,4,1,4
1701,adresserait,adREs°RE,0.02,11,8,4,1,4
1702,adresseras,adREs°Ra,0.03,10,8,4,1,2
1703,adresserez,adREs°Re,0.11,10,8,4,1,1
1704,adresserons,adREs°R&,0.11,11,8,4,1,2
1705,adresseront,adREs°R&,0.17,11,8,4,1,2
1706,adresses,adREs,7.58,8,5,4,4,10
1707,adressez,adREse,2.77,8,6,3,1,1
1708,adressiez,adREsje,0.34,9,7,3,1,1
1709,adressons,adREs&,0.2,9,6,3,1,1
1710,adressèrent,adREsER,0.02,11,7,3,1,1
1711,adressé,adRese,2.66,7,6,3,1,5
1712,adressée,adRese,1.76,8,6,3,1,5
1713,adressées,adRese,0.41,9,6,3,1,5
1714,adressés,adRese,0.51,8,6,3,1,5
1715,adriatique,adRijatik,0.14,10,9,4,1,2
1716,adroit,adRwa,1.13,6,5,2,1,2
1717,adroite,adRwat,0.41,7,6,2,1,2
1718,adroitement,adRwat°m@,0.85,11,9,4,1,1
1719,adroites,adRwat,0.25,8,6,2,1,2
1720,adroits,adRwa,0.09,7,5,2,1,2
1721,adrénaline,adRenalin,3.56,10,9,4,1,2
1722,adrénalines,adRenalin,0.01,11,9,4,1,2
1723,adulais,adylE,0.02,7,5,3,1,3
1724,adulait,adylE,0.02,7,5,3,1,3
1725,adulateur,adylat9R,0.1,9,8,4,2,2
1726,adulation,adylasj&,0.16,9,8,4,1,2
1727,adulent,adyl,0.27,7,4,2,1,1
1728,aduler,adyle,0.06,6,5,3,1,4
1729,adulte,adylt,17.799999999999997,6,5,4,4,8
1730,adultes,adylt,15.91,7,5,4,4,8
1731,adultère,adyltER,5.35,8,7,6,4,8
1732,adultères,adyltER,0.19,9,7,6,4,8
1733,adultérin,adylteR5,0.01,9,8,4,1,2
1734,adultérine,adylteRin,0.01,10,9,4,1,1
1735,adultéré,adylteRe,0.01,8,8,4,1,2
1736,adulé,adyle,0.09,5,5,3,1,4
1737,adulée,adyle,0.03,6,5,3,1,4
1738,adulés,adyle,0.04,6,5,3,1,4
1739,advenait,adv°nE,0.11,8,6,3,1,1
1740,advenir,adv°niR,1.03,7,7,3,1,1
1741,adventiste,adv@tist,0.35000000000000003,10,8,6,4,4
1742,advenu,adv°ny,0.99,6,6,3,1,4
1743,adverbe,advERb,0.09,7,6,2,1,2
1744,adverbes,advERb,0.02,8,6,2,1,2
1745,adversaire,advERsER,7.61,10,8,3,1,2
1746,adversaires,advERsER,3.36,11,8,3,1,2
1747,adverse,advERs,1.83,7,6,2,1,2
1748,adverses,advERs,0.1,8,6,2,1,2
1749,adversité,advERsite,1.27,9,9,4,1,2
1750,adversités,advERsite,0.02,10,9,4,1,2
1751,adviendra,advj5dRa,2.53,9,8,3,1,1
1752,adviendrait,advj5dRE,0.25,11,8,3,1,1
1753,advienne,advjEn,1.24,8,6,2,1,2
1754,advient,advj5,0.58,7,5,2,1,1
1755,advint,adv5,1.2,6,4,2,1,2
1756,adénine,adenin,0.01,7,6,3,1,1
1757,adénocarcinome,adenokaRsinom,0.04,14,13,6,1,1
1758,adénome,adenom,0.05,7,6,3,1,1
1759,adénopathie,adenopati,0.01,11,9,5,1,1
1760,adénosine,adenozin,0.07,9,8,4,1,1
1761,adénovirus,adenoviRys,0.01,10,10,5,1,1
1762,adéquat,adekwa,1.35,7,6,3,1,2
1763,adéquate,adekwat,1.23,8,7,3,1,2
1764,adéquatement,adekwat°m@,0.03,12,10,5,1,1
1765,adéquates,adekwat,0.5,9,7,3,1,2
1766,adéquation,adekwasj&,0.14,10,9,4,1,1
1767,adéquats,adekwa,0.21,8,6,3,1,2
1768,affabilité,afabilite,0.13,10,9,5,1,2
1769,affable,afabl,0.37,7,5,2,1,2
1770,affables,afabl,0.02,8,5,2,1,2
1771,affabulation,afabylasj&,0.2,12,10,5,1,2
1772,affabulations,afabylasj&,0.02,13,10,5,1,2
1773,affabulatrice,afabylatRis,0.14,13,11,5,1,1
1774,affabule,afabyl,0.15,8,6,3,1,2
1775,affabules,afabyl,0.14,9,6,3,1,2
1776,affacturage,afaktyRaZ,0.01,11,9,4,1,1
1777,affadisse,afadis,0.01,9,6,3,1,1
1778,affaibli,afEbli,1.79,8,6,6,4,18
1779,affaiblie,afEbli,0.5700000000000001,9,6,6,4,18
1780,affaiblies,afEbli,0.02,10,6,3,2,9
1781,affaiblir,afebliR,1.13,9,7,3,1,1
1782,affaiblira,afEbliRa,0.3,10,8,4,1,1
1783,affaiblis,afEbli,1.0899999999999999,9,6,6,4,18
1784,affaiblissait,afEblisE,0.23,13,8,4,1,3
1785,affaiblissant,afeblis@,0.2,13,8,8,4,4
1786,affaiblisse,afEblis,0.05,11,7,3,1,2
1787,affaiblissement,afeblis°m@,0.23,15,10,5,1,1
1788,affaiblissent,afEblis,0.3,13,7,3,1,2
1789,affaiblissez,afEblise,0.04,12,8,4,1,1
1790,affaiblissons,afEblis&,0.02,13,8,4,1,1
1791,affaiblit,afEbli,1.56,9,6,3,1,9
1792,affairaient,afERE,0.01,11,5,3,1,4
1793,affairait,afERE,0.01,9,5,3,1,4
1794,affaire,afER,208.94,7,4,4,4,10
1795,affairent,afER,0.44,9,4,2,1,5
1796,affairer,afERe,0.28,8,5,3,1,1
1797,affaires,afER,186.72,8,4,4,4,10
1798,affairiste,afeRist,0.01,10,7,3,2,3
1799,affairistes,afeRist,0.14,11,7,3,1,3
1800,affairé,afeRe,0.22,7,5,9,9,36
1801,affairée,afeRe,0.05,8,5,6,6,24
1802,affairées,afeRe,0.01,9,5,3,3,12
1803,affairés,afeRe,0.12,8,5,3,3,12
1804,affaissaient,afEsE,0.01,12,5,3,1,2
1805,affaissait,afEsE,0.03,10,5,3,1,2
1806,affaissant,afEs@,0.01,10,5,3,1,1
1807,affaisse,afEs,0.31,8,4,2,1,2
1808,affaissement,afEs°m@,0.07,12,7,4,1,2
1809,affaissements,afEs°m@,0.01,13,7,4,1,2
1810,affaissent,afEs,0.34,10,4,2,1,2
1811,affaisser,afese,0.03,9,5,3,1,5
1812,affaissé,afese,0.14,8,5,3,1,5
1813,affaissée,afese,0.05,9,5,3,1,5
1814,affaissés,afese,0.11,9,5,3,1,5
1815,affalait,afalE,0.01,8,5,3,1,4
1816,affalant,afal@,0.01,8,5,3,1,1
1817,affale,afal,0.1,6,4,2,1,2
1818,affalement,afal°m@,0.01,10,7,4,1,1
1819,affalent,afal,0.01,8,4,2,1,2
1820,affaler,afale,0.27,7,5,3,1,6
1821,affalez,afale,0.05,7,5,3,1,6
1822,affalé,afale,0.38,6,5,3,1,6
1823,affalée,afale,0.04,7,5,3,1,6
1824,affalées,afale,0.02,8,5,3,1,6
1825,affalés,afale,0.13,7,5,3,1,6
1826,affamaient,afamE,0.01,10,5,3,1,2
1827,affamait,afamE,0.03,8,5,3,1,2
1828,affamant,afam@,0.17,8,5,3,1,1
1829,affame,afam,0.25,6,4,2,1,2
1830,affament,afam,0.18,8,4,2,1,2
1831,affamer,afame,0.33,7,5,3,1,14
1832,affamera,afam°Ra,0.01,8,7,4,1,1
1833,affamez,afame,0.05,7,5,3,1,14
1834,affamé,afame,6.84,6,5,9,9,42
1835,affamée,afame,2.12,7,5,9,9,42
1836,affamées,afame,0.71,8,5,9,9,42
1837,affamés,afame,4.98,7,5,9,9,42
1838,affect,afEkt,0.26,6,5,2,1,3
1839,affecta,afEkta,0.03,7,6,3,1,2
1840,affectaient,afEktE,0.07,11,6,3,1,4
1841,affectais,afEktE,0.01,9,6,3,1,4
1842,affectait,afEktE,0.36,9,6,3,1,4
1843,affectant,afEkt@,0.27,9,6,3,1,1
1844,affectation,afEktasj&,2.65,11,9,4,1,2
1845,affectations,afEktasj&,0.28,12,9,4,1,2
1846,affecte,afEkt,4.38,7,5,2,1,3
1847,affectent,afEkt,0.61,9,5,2,1,3
1848,affecter,afEkte,2.35,8,6,3,1,10
1849,affectera,afEkt°Ra,0.72,9,8,4,1,1
1850,affecterai,afEkt°RE,0.03,10,8,4,1,3
1851,affecteraient,afEkt°RE,0.02,13,8,4,1,3
1852,affecterait,afEkt°RE,0.32,11,8,4,1,3
1853,affecteriez,afEkt°Rje,0.01,11,9,4,1,1
1854,affecteront,afEkt°R&,0.04,11,8,4,1,1
1855,affectez,afEkte,0.2,8,6,3,1,10
1856,affectiez,afEktje,0.01,9,7,3,1,1
1857,affectif,afEktif,0.94,8,7,3,1,2
1858,affectifs,afEktif,0.27,9,7,3,1,2
1859,affection,afEksj&,12.68,9,7,3,1,2
1860,affectionnait,afEksjonE,0.07,13,9,4,1,3
1861,affectionne,afEksjOn,0.22,11,8,3,1,2
1862,affectionnez,afEksjone,0.01,12,9,4,1,7
1863,affectionné,afEksjone,0.11,11,9,8,4,14
1864,affections,afEksj&,0.38,10,7,3,2,2
1865,affective,afEktiv,0.66,9,7,3,1,2
1866,affectivement,afEktiv°m@,0.3,13,10,5,1,1
1867,affectives,afEktiv,0.18,10,7,3,1,2
1868,affectivité,afEktivite,0.01,11,10,5,1,1
1869,affectons,afEkt&,0.03,9,6,3,1,1
1870,affectueuse,afEkty2z,1.56,11,8,3,1,2
1871,affectueusement,afEkty2z°m@,1.11,15,11,5,1,1
1872,affectueuses,afEkty2z,0.08,12,8,3,1,2
1873,affectueux,afEkty2,3.56,10,7,3,1,1
1874,affecté,afEkte,5.16,7,6,6,4,20
1875,affectée,afEkte,1.7599999999999998,8,6,6,4,20
1876,affectées,afEkte,0.36,9,6,6,4,20
1877,affectés,afEkte,0.94,8,6,6,4,20
1878,affermi,afERmi,0.02,7,6,3,1,4
1879,affermie,afERmi,0.01,8,6,3,1,4
1880,affermir,afERmiR,0.02,8,7,3,1,1
1881,affermira,afERmiRa,0.02,9,8,4,1,1
1882,affermissant,afERmis@,0.01,12,8,4,1,1
1883,affermissent,afERmis,0.01,12,7,3,1,2
1884,affermit,afERmi,0.14,8,6,3,1,4
1885,affichage,afiSaZ,1.29,9,6,3,1,2
1886,affichages,afiSaZ,0.01,10,6,3,1,2
1887,affichaient,afiSE,0.01,11,5,3,1,3
1888,affichais,afiSE,0.02,9,5,3,1,3
1889,affichait,afiSE,0.15,9,5,3,1,3
1890,affichant,afiS@,0.19,9,5,3,2,2
1891,affiche,afiS,7.43,7,4,4,4,10
1892,affichent,afiS,0.52,9,4,2,1,5
1893,afficher,afiSe,2.06,8,5,3,1,6
1894,affichera,afiS°Ra,0.04,9,7,4,1,1
1895,afficherai,afiS°RE,0.07,10,7,4,1,2
1896,afficherait,afiS°RE,0.01,11,7,4,1,2
1897,affiches,afiS,4.699999999999999,8,4,4,4,10
1898,affichette,afiSEt,0.19,10,6,3,1,2
1899,affichettes,afiSEt,0.07,11,6,3,1,2
1900,afficheur,afiS9R,0.01,9,6,3,1,2
1901,afficheurs,afiS9R,0.01,10,6,3,1,2
1902,affichez,afiSe,0.41,8,5,3,1,6
1903,affichons,afiS&,0.16,9,5,3,1,1
1904,affiché,afiSe,1.79,7,5,3,1,6
1905,affichée,afiSe,0.29,8,5,3,1,6
1906,affichées,afiSe,0.17,9,5,3,1,6
1907,affichés,afiSe,0.11,8,5,3,1,6
1908,affidavit,afidavi,0.06,9,7,4,1,1
1909,affidé,afide,0.01,6,5,3,1,3
1910,affiler,afile,0.03,7,5,3,1,6
1911,affiliation,afiljasj&,0.26,11,9,4,1,2
1912,affiliations,afiljasj&,0.07,12,9,4,1,2
1913,affilier,afilje,0.01,8,6,3,1,12
1914,affilié,afilje,0.27,7,6,9,9,36
1915,affiliée,afilje,0.06,8,6,6,6,24
1916,affiliées,afilje,0.07,9,6,6,4,24
1917,affiliés,afilje,0.30000000000000004,8,6,9,9,36
1918,affilé,afile,0.17,6,5,3,1,6
1919,affilée,afile,2.82,7,5,6,4,12
1920,affilées,afile,0.04,8,5,3,1,6
1921,affilés,afile,0.04,7,5,3,1,6
1922,affin,af5,0.02,5,3,2,1,2
1923,affine,afin,0.18,6,4,2,1,2
1924,affinement,afin°m@,0.01,10,7,4,1,1
1925,affinent,afin,0.01,8,4,2,1,2
1926,affiner,afine,0.43,7,5,3,1,6
1927,affinera,afin°Ra,0.02,8,7,4,1,1
1928,affinerait,afin°RE,0.01,10,7,4,1,1
1929,affinité,afinite,0.6,8,7,4,1,2
1930,affinités,afinite,0.62,9,7,4,1,2
1931,affinons,afin&,0.01,8,5,3,1,1
1932,affiné,afine,0.18,6,5,6,4,12
1933,affinée,afine,0.01,7,5,3,2,6
1934,affinées,afine,0.02,8,5,3,1,6
1935,affirma,afiRma,0.06,7,6,3,1,2
1936,affirmaient,afiRmE,0.03,11,6,3,1,4
1937,affirmais,afiRmE,0.03,9,6,3,1,4
1938,affirmait,afiRmE,0.53,9,6,3,1,4
1939,affirmant,afiRm@,0.51,9,6,3,1,1
1940,affirmatif,afiRmatif,4.82,10,9,4,1,2
1941,affirmation,afiRmasj&,1.27,11,9,4,1,2
1942,affirmations,afiRmasj&,0.69,12,9,4,1,2
1943,affirmative,afiRmativ,0.25,11,9,8,4,4
1944,affirme,afiRm,5.46,7,5,2,1,3
1945,affirment,afiRm,1.67,9,5,2,1,3
1946,affirmer,afiRme,4.26,8,6,3,1,6
1947,affirmerait,afiRm°RE,0.01,11,8,4,1,2
1948,affirmeras,afiRm°Ra,0.01,10,8,4,1,1
1949,affirmerez,afiRm°Re,0.01,10,8,4,1,1
1950,affirmeriez,afiRm°Rje,0.01,11,9,4,1,1
1951,affirmeront,afiRm°R&,0.03,11,8,4,1,1
1952,affirmes,afiRm,0.09,8,5,2,1,3
1953,affirmez,afiRme,0.87,8,6,3,1,6
1954,affirmiez,afiRmje,0.15,9,7,3,1,1
1955,affirmons,afiRm&,0.06,9,6,3,1,1
1956,affirmèrent,afiRmER,0.01,11,7,3,1,1
1957,affirmé,afiRme,1.66,7,6,3,1,6
1958,affirmée,afiRme,0.04,8,6,3,1,6
1959,affirmés,afiRme,0.1,8,6,3,1,6
1960,affleuraient,afl9RE,0.01,12,6,3,1,2
1961,affleurait,afl9RE,0.11,10,6,3,1,2
1962,affleure,afl9R,0.02,8,5,2,1,2
1963,affleurement,afl9R°m@,0.03,12,8,4,1,2
1964,affleurent,afl9R,0.01,10,5,2,1,2
1965,affliction,afliksj&,1.09,10,8,3,1,2
1966,afflictions,afliksj&,0.18,11,8,3,1,2
1967,afflige,afliZ,0.74,7,5,2,1,2
1968,affligea,afliZa,0.03,8,6,3,1,1
1969,affligeaient,afliZE,0.01,12,6,3,1,2
1970,affligeait,afliZE,0.01,10,6,3,1,2
1971,affligeant,afliZ@,0.4,10,6,6,4,6
1972,affligeante,afliZ@t,0.08,11,7,3,1,2
1973,affligeantes,afliZ@t,0.02,12,7,3,1,2
1974,affligeants,afliZ@,0.12,11,6,3,1,3
1975,affligent,afliZ,0.2,9,5,2,1,2
1976,affliger,afliZe,0.38,8,6,3,1,8
1977,affligez,afliZe,0.03,8,6,3,1,8
1978,affligèrent,afliZER,0.01,11,7,3,1,1
1979,affligé,afliZe,1.71,7,6,6,4,16
1980,affligée,afliZe,0.95,8,6,6,4,16
1981,affligés,afliZe,0.79,8,6,6,4,16
1982,affluaient,aflyE,0.04,10,5,3,1,2
1983,affluait,aflyE,0.02,8,5,3,1,2
1984,affluant,afly@,0.11,8,5,3,1,5
1985,afflue,afly,0.39,6,4,2,1,3
1986,affluence,afly@s,0.51,9,6,3,1,1
1987,affluent,afly,0.61,8,4,2,3,3
1988,affluent,afly@,0.21000000000000002,8,5,6,6,10
1989,affluents,afly@,0.34,9,5,3,2,5
1990,affluer,aflye,0.21,7,5,3,1,2
1991,afflueraient,aflyRE,0.01,12,6,3,1,1
1992,afflux,afly,0.25,6,4,2,1,3
1993,afflué,aflye,0.12,6,5,3,1,2
1994,affolaient,afolE,0.01,10,5,3,1,4
1995,affolais,afolE,0.01,8,5,3,1,4
1996,affolait,afolE,0.02,8,5,3,1,4
1997,affolant,afol@,0.1,8,5,3,2,3
1998,affole,afOl,1.63,6,4,2,1,3
1999,affolement,afOl°m@,0.89,10,7,4,1,1
2000,affolent,afOl,0.28,8,4,2,1,3
2001,affoler,afole,1.0,7,5,3,1,10
2002,affolera,afOl°Ra,0.14,8,7,4,1,1
2003,affolerais,afOl°RE,0.01,10,7,4,1,2
2004,affolerait,afOl°RE,0.14,10,7,4,1,2
2005,affoleront,afOl°R&,0.01,10,7,4,1,1
2006,affoles,afOl,0.23,7,4,2,1,3
2007,affolez,afole,0.93,7,5,3,1,10
2008,affoliez,afolje,0.01,8,6,3,1,1
2009,affolons,afol&,0.04,8,5,3,1,1
2010,affolé,afole,0.95,6,5,6,4,20
2011,affolée,afole,0.96,7,5,6,4,20
2012,affolées,afole,0.11,8,5,6,4,20
2013,affolés,afole,0.35,7,5,6,4,20
2014,affranchi,afR@Si,1.03,9,6,9,9,39
2015,affranchie,afR@Si,0.31,10,6,9,9,39
2016,affranchir,afR@SiR,0.55,10,7,3,1,1
2017,affranchis,afR@Si,1.23,10,6,9,9,39
2018,affranchissais,afR@SisE,0.01,14,8,4,1,2
2019,affranchisse,afR@Sis,0.01,12,7,3,1,1
2020,affranchissement,afR@Sism@,0.05,16,9,4,1,1
2021,affranchit,afR@Si,0.29,10,6,3,1,13
2022,affres,afR,1.23,6,3,1,1,1
2023,affreuse,afR2z,7.86,8,5,2,1,2
2024,affreusement,afR2z°m@,3.13,12,8,4,1,1
