word,pron,freq
eût,y,7.81
f,Ef,26.65
fa,fa,306.65999999999997
fac,fak,28.94
fail,faj,43.010000000000005
faim,f5,127.49
fais,fE,1390.92
fait,fE,3166.2
faits,fE,52.41
fal,fal,25.180000000000003
fan,fan,13.27
fans,fans,8.17
far,faR,6.3999999999999995
fard,faR,1.44
fat,fat,3.74
fau,fo,101.05000000000001
faus,fo,1.19
faut,fo,1318.11
faux,fo,104.30999999999999
fax,faks,5.59
fe,fe,652.7700000000001
feint,f5,1.69
fen,fen,3.87
fend,f@,1.2
fer,fER,186.79999999999998
fers,fER,3.42
fes,fes,4.77
feu,f2,237.85000000000002
feux,f2,18.1
fi,fi,669.7500000000002
fian,fj@,24.66
fias,fias,1.95
fie,fi,4.239999999999999
fief,fjEf,3.22
fiel,fjEl,1.36
fier,fier,59.63
fiers,fiers,12.36
fies,fies,2.07
fiez,fje,1.58
fil,fil,78.19
film,film,195.1
fils,fils,480.15
fin,f5,222.44
fins,f5,8.33
fion,fj§,1.75
fis,fis,31.79
fisc,fisk,2.53
fit,fi,20.63
fixe,fiks,15.969999999999999
fixes,fiks,3.06
fla,fla,4.8999999999999995
flair,flER,2.32
flan,fl@,2.3
flanc,fl@,4.01
flancs,fl@,1.56
flat,fla,5.18
fleu,fleu,1.2999999999999998
fleur,fl9R,25.2
fleurs,fl9R,74.56
flic,flik,67.53
flics,flik,85.97
flip,flip,1.79
flirt,fl9Rt,1.98
flo,flo,1.81
flot,flo,5.04
flots,flo,5.62
flou,flu,5.61
floue,flu,2.27
flux,fly,4.07
fo,fo,92.16
foe,foe,3.33
foi,fwa,66.22
foie,fwa,22.27
foies,fwa,1.21
foin,fw5,6.06
fois,fwa,899.25
folk,fOlk,1.3
fon,f§,33.779999999999994
fond,f§,112.44999999999999
font,f§,193.61
foot,fut,24.18
for,fOR,103.55
fort,fOR,211.22
forts,fOR,19.11
fos,fo,4.71
fou,fu,355.07
fouet,fwE,7.92
four,fuR,22.0
fours,fuR,1.48
fous,fu,206.53
fout,fu,51.51
fra,fRa,5.109999999999999
frais,fRE,53.9
fran,fR@,3.87
franc,fR@,14.21
francs,fR@,18.81
frap,frap,46.18
fre,fre,1.22
frei,frei,1.04
frein,fR5,4.87
freins,fR5,5.38
fret,fRE,1.18
fri,fRi,26.630000000000006
fric,fRik,108.99
frit,frit,2.74
frits,fRi,1.32
fritz,fRits,1.72
froc,fROk,6.61
froid,fRwa,127.16000000000001
front,fR§,38.81
fronts,fR§,2.23
frot,fRo,1.29
fruit,fR8i,15.99
fruits,fR8i,23.45
fré,fRe,5.8
frô,fRo,3.0900000000000003
fu,fy,234.92000000000002
fuel,fjul,1.03
fui,f8i,12.149999999999999
fuient,f8i,2.81
fuir,f8iR,30.95
fuis,f8i,11.760000000000002
fuit,fuit,6.78
full,ful,2.27
fun,fun,2.85
funk,funk,1.06
fur,fyR,1.41
fus,fy,6.9399999999999995
fut,fy,88.80000000000001
fâ,fa,43.440000000000005
fé,fe,5.0
fée,fe,8.760000000000002
fées,fe,7.01
fê,fê,24.749999999999996
fût,fy,9.290000000000001
fûts,fy,1.01
füh,fy,23.84
g,Ze,10.92
ga,ga,348.78999999999985
gad,gad,1.85
gag,gag,2.41
gai,gai,10.76
gaie,gE,6.58
gain,g5,2.58
gains,g5,3.02
gais,gais,1.81
gal,gal,2.19
gam,gam,2.18
gang,gang,12.44
gant,g@,9.86
gants,g@,15.16
gar,gar,385.92999999999995
gars,ga,289.63
gau,go,1.0899999999999999
gay,gE,21.93
gays,gE,6.0
gaz,gaz,36.33
ge,ge,77.0
gei,gei,2.23
gel,ZEl,4.61
gen,gen,141.72000000000003
gens,Z@,594.29
ger,ZER,8.12
ghet,gE,5.0
gi,Zi,36.42999999999999
gin,dZin,6.15
girl,girl,4.41
girls,girls,3.06
gla,gla,18.25
gland,gl@,2.14
glas,gla,1.28
glass,glas,1.05
glis,gli,9.549999999999999
glo,glo,5.04
go,go,24.94
goal,gol,1.32
gol,gOl,2.37
gold,gOld,3.11
golf,gOlf,14.05
gom,gom,2.43
gon,g§,5.5
gong,gong,2.35
gor,gOR,5.78
gou,gu,5.739999999999999
goû,gu,29.69
goût,gu,50.51
goûts,gu,7.43
gra,gRa,28.35
grain,gR5,10.74
grains,gR5,3.57
gran,gR@,30.06
grand,gR@,414.99
gras,gRa,12.19
gre,gre,1.58
grec,gREk,12.43
grecs,gREk,5.95
green,gRin,1.04
gri,gRi,1.12
grif,gRif,1.6199999999999999
gril,gRil,6.25
grill,gRil,1.66
grim,grim,2.1999999999999997
grin,grin,3.66
gris,gRi,13.88
groom,gRum,1.02
gros,gRo,210.88999999999996
group,group,7.41
grue,gRy,3.54
grues,gRy,1.22
gré,gRe,11.51
guet,gE,3.29
gueux,g2,2.14
gui,gi,18.32
gun,gun,1.15
gus,gys,9.38
gué,ge,40.529999999999994
gym,Zim,9.18
gâ,ga,96.28000000000002
gé,Ze,188.06000000000003
géan,Ze@,3.49
gê,ZE,29.930000000000003
gît,Zi,2.15
ha,a,118.72
haie,E,2.6
hais,E,31.21
hait,E,7.53
hall,ol,9.73
han,han,16.12
har,aR,10.940000000000001
hard,aRd,3.2
haut,o,139.95
hauts,o,8.11
hein,5,437.2
hel,El,10.82
hen,hen,1.2
hep,Ep,1.94
her,ER,4.470000000000001
heu,2,35.17
heur,9R,5.1499999999999995
hi,i,49.72
hic,ik,2.21
hier,hier,223.77
hin,5,1.32
hip,ip,4.43
his,i,4.73
hit,it,1.37
ho,o,51.989999999999995
hob,ob,2.5
hop,Op,26.52
hor,OR,3.23
hors,OR,71.94
hos,hos,7.48
hot,hot,2.23
hou,u,9.340000000000002
hour,uR,7.289999999999999
hu,y,110.97
hue,y,3.36
hugh,yg,1.38
hui,8i,3.2499999999999996
huit,huit,58.47
hum,9m,33.6
hur,yR,15.370000000000003
hy,i,9.08
hâ,a,3.88
hé,e,404.1000000000001
hô,o,114.67
i,i,3408.0200000000027
if,if,7.17
il,il,13223.34
ils,ils,3075.07
im,im,41.69
in,5,132.73000000000002
ir,ir,1.4000000000000001
is,i,24.599999999999998
j,j,67.47
ja,Za,1411.91
jaf,Zaf,5.41
jam,jam,8.94
japs,japs,2.04
jar,ZaR,56.029999999999994
jas,jas,1.6800000000000002
jau,Zo,1.85
jazz,dZaz,7.38
je,je,26138.01999999999
jean,dZin,3.62
jeans,jeans,2.93
jeep,dZip,4.18
jet,dZEt,7.96
jets,jets,2.53
jeu,Z2,182.88
jeux,Z2,33.65
jeû,Z2,1.6
jo,Zo,235.35000000000002
job,dZOb,27.24
jobs,dZOb,1.38
joie,Zwa,71.07
joies,Zwa,4.03
joins,Zw5,3.0
joint,Zw5,9.46
joints,Zw5,3.5999999999999996
jou,Zu,1.73
jouais,ZwE,12.89
jouait,ZwE,21.59
jouant,Zw@,5.66
joue,Zu,154.01
jouent,Zu,16.41
jouer,Zwe,225.84
joues,Zu,40.42
jouet,ZwE,11.82
jouets,ZwE,13.68
joueur,Zw9R,20.58
joug,Zu,2.47
joui,Zwi,3.65
jouir,ZwiR,10.42
jouis,Zwi,2.65
jouit,Zwi,1.99
jouons,Zw§,7.81
jour,ZuR,635.22
jours,ZuR,426.7
joué,Zwe,70.73
jouée,Zwe,2.28
ju,Zy,127.17000000000004
juif,Z8if,31.82
juin,juin,13.4
jun,jun,3.24
jus,Zy,22.36
jà,Za,1.02
jé,Ze,8.19
k,k,9.93
ka,ka,6.699999999999999
kar,kaR,10.73
ki,ki,26.510000000000005
kid,kid,5.71
kif,kif,1.25
kil,kil,1.19
kit,kit,6.99
ké,ke,2.4000000000000004
l,l,112.12
la,la,16193.640000000003
lac,lak,32.010000000000005
lacs,lacs,3.6
lai,lai,1.97
laid,lE,10.45
lais,lais,140.59
lait,lE,59.41
lan,l@,52.440000000000005
land,land,2.56
lar,laR,10.09
lard,laR,8.49
las,las,13.5
le,le,17160.41
lea,lea,10.28
lent,l@,9.15
lents,l@,1.65
les,le,9961.13
let,let,3.7
leur,l9R,283.80999999999995
leurs,l9R,250.36
li,li,120.47000000000003
lie,li,5.009999999999999
lien,lj5,23.47
liens,lj5,12.42
lier,lje,5.07
lieu,lj2,153.12
lieues,lj2,1.74
lieux,lj2,28.73
light,light,3.76
lin,l5,2.24
lion,lj§,14.58
lions,lj§,5.36
lis,li,41.31
lit,li,190.32
lits,li,8.17
lié,lje,13.51
liée,lje,4.22
liées,lje,3.96
liés,lje,8.04
lo,lo,51.05
loft,lOft,1.11
loi,lwa,89.78
loin,lw5,248.34
lois,lwa,22.75
lon,l§,1.4400000000000002
long,l§,101.06000000000002
look,luk,10.47
lord,lord,1.26
lors,lOR,35.79
lot,lo,11.87
lots,lo,1.42
lou,lu,12.15
louait,lwE,1.46
loue,lu,6.34
louer,lwe,15.03
louis,louis,5.02
louons,lw§,1.35
loup,lu,20.97
loups,lu,8.41
lourd,luR,27.000000000000004
loué,loué,16.58
louée,lwe,2.5
loya,loya,2.13
lu,ly,91.72000000000001
lue,ly,2.86
lues,ly,1.1500000000000001
lueur,l89R,5.37
lueurs,l89R,1.28
lui,l8i,2314.18
luis,l8i,6.61
luit,luit,2.02
lun,l1,36.94
lus,ly,3.22
lut,ly,15.12
luxe,lyks,15.52
luxu,lyksy,2.92
ly,li,42.830000000000005
lys,lis,2.41
là,la,2135.0600000000004
lâ,la,82.49
lè,lè,1.91
lé,le,55.920000000000016
m,m,87.39
ma,ma,3946.2000000000007
mac,mak,6.81
mag,mag,3.95
mai,mai,597.4499999999999
mail,mail,2.23
mails,mails,1.05
main,m5,286.62
mains,m5,212.97
maint,m5,1.27
mais,mE,5180.5
mal,mal,832.76
mam,mam,1.6800000000000002
man,man,381.1
mar,maR,167.08000000000007
marc,maR,1.18
mark,maRk,1.31
marks,maRk,11.93
mars,maRs,9.75
mas,ma,9.55
mat,mat,5.44
mau,mo,28.509999999999998
maux,mo,8.31
max,maks,5.94
me,me,5022.259999999999
mec,mEk,252.97
mecs,mEk,72.61
men,men,109.17
mens,m@,42.16
ment,m@,24.08
mer,mER,1429.2200000000005
mers,mER,7.12
mes,me,1104.84
mess,mEs,1.74
met,mE,189.81
mets,mE,196.92000000000002
meu,meu,1.08
meuf,m9f,6.22
meurs,m9R,43.9
meurt,m9R,44.29
mi,mi,300.54999999999995
miam,mjam,2.19
mie,mi,1.39
miel,mjEl,18.03
mien,mj5,55.67
miens,mj5,17.080000000000002
mieux,mj2,705.85
min,min,7.97
mis,mi,241.76
miss,mis,39.08
mit,mi,7.48
mo,mo,543.1399999999999
moeurs,moeurs,3.08
moi,mwa,3784.300000000001
moins,mw5,489.1
mois,mwa,312.31
mol,mol,7.260000000000001
mon,m§,4027.1899999999996
mont,m§,9.04
monts,m§,3.59
mor,mOR,35.07000000000001
mord,mOR,7.95
mort,mOR,745.0999999999999
morts,mOR,143.16
mot,mo,174.83
mots,mo,104.72
mou,mu,266.93
mouais,mwE,1.15
mour,muR,13.63
mous,mu,1.83
mu,my,45.769999999999996
muet,muet,11.36
muets,muets,3.1900000000000004
muf,m9f,1.3
mul,myl,2.37
mur,myR,58.9
murs,myR,30.04
mus,mus,2.55
must,m9st,3.98
mâ,ma,3.1599999999999993
mât,ma,1.47
mè,mE,4.7
mé,me,172.34999999999997
mê,mê,24.450000000000003
mû,my,3.72
mûr,myR,3.6
mûrs,myR,1.27
n,n,80.03
na,na,152.15000000000003
nain,n5,10.11
nains,n5,4.82
nau,no,4.75
naî,nE,1.55
naît,nE,5.47
naï,nai,3.1199999999999997
naïf,naif,1.1099999999999999
ne,ne,13382.06
nec,nEk,2.92
nei,nei,1.25
nerf,nER,8.09
net,net,19.93
neuf,neuf,40.64
nez,ne,75.18
ni,ni,436.6699999999999
niais,njE,1.83
nid,ni,11.07
nie,ni,8.35
nier,nier,7.76
nies,ni,2.96
niez,nje,1.87
nié,nje,1.56
no,no,36.51
noeud,n2,7.64
noie,nwa,4.67
noir,nwaR,127.27
noirs,nwaR,42.26
noix,nwa,12.83
nom,n§,528.17
non,n§,4043.8
nor,nOR,98.27000000000001
nord,nOR,62.64
nos,no,524.63
nou,nu,36.34
nouer,nwe,1.67
nour,nour,7.99
nous,nu,4772.12
noya,nwaya,1.85
nu,ny,185.91000000000003
nue,ny,21.29
nues,ny,7.6
nui,n8i,2.04
nuit,nuit,562.8499999999999
nuits,nuits,28.98
nul,nyl,59.3
nuls,nyl,7.26
nus,ny,12.22
ny,ni,1.32
né,ne,69.13000000000001
née,ne,24.459999999999997
nées,ne,1.7000000000000002
nés,ne,9.93
o,o,266.89999999999986
ob,ob,45.94
obs,obs,5.0
oc,ok,54.58
oeil,9j,97.13
oeuf,9f,13.53
of,o,93.17999999999999
off,Of,3.2899999999999996
oh,o,897.53
oi,wa,44.35
oie,wa,5.47
oies,wa,3.75
ois,wa,1.16
on,§,8590.9
ont,§,1444.5
op,Op,8.72
or,OR,143.37999999999994
os,os,42.510000000000005
ou,u,1950.9499999999998
ouais,wE,533.02
ouest,wEst,36.6
ouf,uf,4.57
oui,wi,3207.35
our,uR,2.87
ours,ours,23.96
out,ut,14.899999999999999
ouïe,wi,3.21
ov,ov,2.98
oxy,oksi,1.07
où,u,2177.25
pa,pa,950.78
pad,pad,1.52
paf,paf,1.4200000000000002
paie,pE,70.31
paient,pE,6.98
paies,pE,9.280000000000001
pain,p5,62.81
pains,p5,4.77
pair,pER,3.02
pairs,pER,1.65
paix,pE,144.86
pal,pal,1.85
pan,p@,13.09
par,paR,4236.100000000001
parc,paRk,31.02
parcs,parcs,1.84
pars,paR,125.23
part,paR,367.07
parts,paR,6.58
pas,pa,19244.450000000004
pau,po,8.56
paye,pEj,39.44
payent,payent,4.3
payes,payes,5.07
pe,pe,847.7499999999999
peau,po,83.83
peaux,po,3.63
pei,pei,2.6000000000000005
peins,p5,3.77
peint,p5,13.549999999999999
peints,p5,1.3
pen,p@,496.4999999999999
pend,p@,2.5
peo,peo,4.07
per,pER,410.6499999999999
perd,pER,39.97
perm,pERm,1.38
pet,pE,3.51
peu,p2,1147.57
peur,peur,551.83
peurs,p9R,5.38
peut,p2,1209.64
peux,p2,1743.78
pff,pff,1.59
phi,fi,2.74
pho,fo,124.65
pi,pi,209.1
pia,pja,23.560000000000002
piaf,pjaf,1.75
piaz,piaz,1.89
pic,pik,5.04
pie,pi,1.94
pied,pje,105.51
pieu,pj2,5.49
pieux,pj2,2.91
pif,pif,1.58
pil,pil,5.109999999999999
pin,p5,13.509999999999996
pins,p5,2.27
pion,pj§,3.03
pions,pj§,1.92
pis,pi,65.74999999999999
piz,piz,23.090000000000003
pié,pje,23.099999999999998
pla,pla,47.28999999999999
plai,plai,12.770000000000001
plaie,plE,10.42
plaies,plE,4.59
plains,pl5,13.129999999999999
plaint,pl5,7.28
plais,plE,21.48
plan,pl@,135.85
plans,pl@,28.74
plant,pl@,1.07
plants,pl@,1.47
plas,plas,2.85
plat,pla,30.21
plats,pla,10.7
plaît,plE,499.91
plein,pl5,204.66
pleins,pl5,13.99
pleu,pleu,16.91
pleurs,pl9R,9.32
pleut,pl2,20.5
pli,pli,4.42
plie,pli,3.67
plis,pli,1.8000000000000003
plomb,pl§,10.62
plombs,pl§,9.62
plon,pl§,5.87
plouc,pluk,3.29
ploucs,pluk,1.79
plouf,pluf,1.31
plu,ply,242.14000000000001
pluie,pl8i,42.91
pluies,pl8i,3.19
plus,ply,4067.91
pneu,pn2,5.8999999999999995
pneus,pn2,7.79
po,po,215.27999999999994
poi,pwa,22.29
poil,pwal,27.09
poils,pwal,12.24
poin,pw5,6.339999999999999
poing,pw5,13.25
point,pw5,226.60999999999999
points,pw5,38.62
pois,pwa,8.09
pol,pol,2.2199999999999998
pom,p§,4.299999999999999
pon,p§,4.789999999999999
pond,p§,1.18
pont,p§,50.45
ponts,p§,5.97
pool,pul,1.19
pop,pOp,5.46
por,pOR,83.38000000000001
porc,pOR,30.18
porcs,pOR,10.89
port,pOR,29.4
ports,pOR,2.28
pos,pos,11.139999999999999
pot,po,25.72
pots,po,4.17
pou,pu,416.91
pouf,puf,1.3
pouls,pu,15.64
pour,puR,7124.74
pous,pu,19.91
poux,pu,8.49
poè,poE,49.18000000000001
pre,pre,175.12
prend,pR@,179.02
pres,pres,27.28
preux,pR2,1.52
pri,pRi,212.89
prie,pRi,247.57999999999998
prient,pRi,1.52
pries,pRi,2.06
pris,pRi,380.83000000000004
prit,pRi,7.27
prix,pRi,126.55
priè,priè,19.15
pro,pRo,376.34999999999997
prof,pROf,30.36
proie,pRwa,9.19
proies,pRwa,1.42
prompt,pR§,1.7
pros,pRo,5.0
prou,pRu,9.399999999999999
proue,pRu,1.3
pru,pRy,2.15
près,pRE,213.66
pré,pRe,124.12
prê,prê,27.860000000000007
prêt,pRE,196.22
prêts,pRE,79.16
psy,psi,2.8099999999999996
pu,py,783.2999999999998
puait,p8E,1.19
puant,p8@,3.2600000000000002
puants,p8@,1.6
pub,pub,21.39
pubs,pubs,4.26
pue,py,24.090000000000003
puent,py,2.29
puer,p8e,1.44
pues,py,5.66
pui,p8i,1.64
puis,p8i,531.94
puits,p8i,19.52
pull,pull,11.41
pulls,pulls,2.02
punk,punk,5.45
pur,pyR,29.69
purs,pyR,3.67
pus,py,2.85
put,py,5.1
puzz,p9z,4.38
pué,p8e,2.08
py,pi,9.34
pâ,pa,13.469999999999999
pé,pe,166.03000000000003
péa,pea,1.08
pê,pê,14.369999999999997
q,ky,3.49
qu,qu,44.980000000000004
qua,ka,2.82
quai,quai,10.37
quais,ke,3.64
quand,quand,1830.73
quant,k@,7.94
quart,kaR,20.58
quarts,kaR,2.43
que,que,4100.9
quel,kEl,657.71
quels,kEl,56.44
queue,k2,38.93
queues,k2,2.66
qui,ki,5516.66
quit,quit,64.74
quo,ko,2.79
quoi,kwa,2481.98
ra,Ra,363.1099999999997
rab,Rab,13.87
raf,Raf,1.56
rai,RE,432.05999999999995
raid,REd,2.82
raie,RE,1.74
rail,Raj,1.7
rails,Raj,7.61
ral,Ral,2.35
ram,ram,5.319999999999999
ran,R@,43.75
rang,R@,19.4
rap,Rap,3.77
rapt,Rapt,1.13
ras,ras,7.91
rat,Ra,24.21
rats,Ra,21.39
re,re,1367.73
rec,REk,1.21
reg,reg,1.79
rein,R5,4.53
reins,R5,9.43
rem,rem,17.880000000000003
ren,R@,182.89000000000004
rend,R@,82.91
res,res,507.77
rhum,ROm,6.29
ri,Ri,64.54999999999998
ria,ria,2.21
riais,riais,1.32
riait,riait,3.34
riant,riant,2.04
rie,Ri,1.09
rien,Rj5,2381.56
rient,Ri,5.17
riez,riez,8.51
rin,R5,2.47
ring,ring,6.19
ris,Ri,22.36
rit,Ri,17.47
riz,Ri,18.49
ro,Ro,79.92000000000002
roc,ROk,3.37
roi,Rwa,166.92
rois,Rwa,11.19
roll,ROl,5.67
rom,rom,24.019999999999996
romps,R§,2.01
rompt,R§,1.66
ron,R§,6.3500000000000005
rond,R§,21.919999999999998
ros,Ro,1.9000000000000004
rot,Ro,1.76
rou,Ru,36.04999999999999
roue,Ru,13.72
roues,Ru,8.39
round,Rund,5.75
rous,Ru,1.1
roux,Ru,4.46
roya,roya,9.98
ru,Ry,32.49999999999999
rue,Ry,128.5
rues,Ry,30.5
rug,rug,1.14
rui,R8i,16.65
rut,Ryt,2.0
râ,Ra,7.0699999999999985
ré,Re,308.1800000000001
rê,rê,56.23
rô,Ro,13.04
s,Es,82.35000000000001
sa,sa,3422.909999999999
sab,sab,3.14
sac,sak,105.96
sacs,sak,18.64
sai,se,37.510000000000005
sain,s5,13.89
sains,s5,4.42
saint,s5,20.909999999999997
saints,s5,12.36
sais,sE,2492.9300000000003
sait,sE,401.46
sal,sal,1.51
sam,sam,3.0
san,san,88.91
sang,s@,304.3
sans,s@,1003.44
saoul,su,7.81
saouls,su,1.24
sas,sas,3.26
sau,so,371.18
sauf,sof,116.78
saut,so,13.53
sauts,so,1.23
sché,Se,3.02
se,se,4716.3
seau,so,7.02
seaux,so,2.0
sec,sEk,27.959999999999997
secs,sEk,4.91
sein,s5,16.93
seins,s5,27.97
sel,sEl,20.93
sem,sem,8.08
sen,sen,149.29
sens,sens,240.85
sent,s@,74.27
sept,sept,66.08
ser,sER,137.3
sers,sers,44.58
sert,sER,73.14
ses,se,757.8399999999999
set,sEt,3.05
seuil,s9j,5.45
seul,s9l,521.96
seuls,seuls,72.5
sexe,sEks,50.44
sexes,sEks,1.65
shah,Sa,1.13
sher,sher,2.75
shit,Sit,3.0
shoot,Sut,1.21
short,SORt,3.79
shé,Se,45.75
si,si,3790.27
sied,sje,1.67
sien,sj5,13.68
siens,sj5,7.71
sier,sier,4.0
sieur,sj9R,7.66
sil,sil,2.29
sin,sin,1.11
sir,siR,10.48
sis,si,1.77
six,six,117.37
so,so,160.36999999999998
soeur,s9R,155.22
soeurs,s9R,29.76
soi,swa,129.45
soie,swa,9.95
soient,swa,51.65
soif,soif,31.28
soin,sw5,54.45
soins,sw5,17.55
soir,soir,555.85
soirs,swaR,19.86
sois,swa,254.71
soit,swa,483.54999999999995
sol,sOl,99.61
sols,sOl,1.34
som,som,15.68
son,s§,1798.13
sons,s§,7.83
sont,s§,1960.69
sor,sOR,550.28
sors,sOR,156.13
sort,sOR,125.33
sorts,sOR,1.88
sot,so,4.66
sots,so,1.61
sou,su,157.61999999999998
soul,soul,1.71
sourd,suR,18.73
sous,su,337.04
soû,su,4.46
soûl,su,10.22
sport,spOR,24.61
sports,spOR,5.42
su,sy,487.82
sub,sub,4.54
suc,syk,40.11
sud,syd,29.48
sue,sy,1.78
suer,s8e,2.72
sueur,s89R,10.27
sueurs,s89R,1.45
suf,syf,193.79
sui,s8i,116.16
suis,s8i,3760.6000000000004
suit,s8i,32.57
sul,syl,1.8199999999999998
sur,syR,2608.29
surf,surf,5.57
surs,syR,1.11
sus,sus,2.8
sut,sy,1.68
sué,s8e,2.5
sym,sym,83.38
syn,s5,1.08
sé,se,85.50000000000001
séan,se@,18.49
séis,seis,2.6
sû,sy,7.01
sûr,syR,801.64
sûrs,syR,17.43
t,t,119.42
ta,ta,1438.4199999999992
tac,tak,3.16
tact,takt,2.68
taf,taf,1.04
tai,tai,26.61
tail,taj,2.8899999999999997
tais,tE,77.46
tait,tE,7.42
talc,talk,1.4
tam,tam,2.96
tan,t@,15.04
tank,t@k,3.8
tanks,t@ks,4.62
tant,t@,380.34
tar,taR,19.949999999999996
tard,taR,384.48
tas,ta,66.63000000000001
tau,to,5.46
taux,to,11.22
taxe,taks,2.19
taxes,taks,2.68
taï,taï,1.5
te,te,4291.33
team,tim,13.709999999999999
teint,t5,6.13
tel,tEl,76.29
tell,tEl,2.92
tels,tEl,14.97
tem,tEm,1.47
temps,t@,1031.05
ten,t@,70.76
tend,t@,3.72
ter,ter,3.22
tes,te,690.72
test,tEst,34.87
tests,tEst,20.5
tex,tex,1.7
tho,to,8.45
thon,t§,5.66
thym,t5,1.17
thé,te,67.84
thés,te,1.17
ti,ti,323.63
tic,tik,2.47
tien,tj5,27.51
tiens,tj5,349.93
tient,tj5,78.32
tier,tier,1.33
tiers,tjER,6.6499999999999995
tilt,tilt,1.11
tim,tim,1.8599999999999999
tin,t5,1.84
tir,tiR,24.54
tirs,tiR,7.57
tis,ti,18.460000000000004
to,to,84.27
toast,tost,13.73
toasts,tost,2.56
toc,tOk,7.74
toi,twa,2520.2600000000007
toit,twa,42.63
toits,twa,6.37
tom,tom,300.81
ton,t§,1790.1499999999999
tong,tong,1.12
tons,t§,1.51
top,tOp,19.18
tor,tOR,16.369999999999997
tord,tOR,2.08
tort,tOR,64.89
torts,tOR,3.08
tou,tu,72.95
tour,tuR,203.46
tours,tuR,18.26
tous,tous,1287.03
tout,tu,3993.9300000000003
toux,tu,4.94
tra,tRa,72.75
trac,tRak,4.97
tracts,tRakt,3.26
trai,tRe,23.5
train,tR5,244.4
trains,tR5,10.88
trait,tRE,9.24
traits,tRE,8.18
tram,tRam,5.51
trau,tRo,4.44
traî,tRe,6.8
trem,trem,7.17
treuil,tR9j,1.34
tri,tRi,25.009999999999998
tria,tRia,2.4699999999999998
trie,tRi,1.02
trip,tRip,4.37
troc,troc,1.08
trois,tRwa,380.8
trolls,tROl,1.11
trom,trom,30.51
tronc,tR§,4.84
trop,tRo,859.54
trot,tRo,1.89
trou,tRu,423.82
troue,tRu,1.3
trous,tRu,15.4
tru,tRy,2.6999999999999997
truc,tRyk,274.94
trucs,tRyk,106.41
truie,tR8i,3.16
trust,tR9st,1.11
très,tRE,1589.92
tré,tRe,45.42
tu,ty,14685.11
tua,t8a,2.0
tuais,t8E,1.89
tuait,t8E,4.77
tuant,t8@,7.15
tue,ty,168.42000000000002
tuent,ty,14.08
tuer,t8e,346.18
tues,ty,11.95
tueur,t89R,52.42
tueurs,t89R,10.32
tun,tun,15.88
tuons,t8§,2.27
tur,tyR,2.9899999999999998
turc,tyRk,3.08
tué,t8e,267.01
tuée,t8e,40.71
tuées,t8e,3.76
tués,t8e,23.88
ty,ti,10.350000000000001
tâ,ta,9.94
té,te,166.15999999999997
tê,tê,9.690000000000001
tôt,to,129.98
u,y,130.84
ul,yl,2.5700000000000003
un,1,12686.580000000002
uns,uns,15.74
ur,yR,27.720000000000002
us,ys,9.1
ut,yt,1.02
v,ve,30.099999999999998
va,va,3478.4
vac,vak,5.01
vain,v5,25.720000000000002
vains,v5,1.23
vais,vE,1644.99
val,val,14.62
van,van,8.78
vas,va,1010.99
vau,vo,9.309999999999999
vaut,vo,161.53
vaux,vo,11.67
ve,ve,1230.6599999999999
veau,vo,7.69
veil,vEj,2.71
ven,v@,91.78999999999999
vend,v@,22.75
vent,v@,71.5
vents,v@,5.84
ver,ver,197.34
vers,vER,257.68
vert,vER,34.81
verts,vER,10.16
ves,ve,3.21
veuf,v9f,2.4699999999999998
veut,v2,701.19
veux,v2,2486.93
vexe,vEks,1.65
vi,vi,393.8899999999997
via,vja,7.29
vie,vi,986.59
vieil,vieil,34.69
viens,vj5,944.81
vient,vj5,352.24
vies,vi,34.63
vieux,vj2,304.62
vif,vif,11.469999999999999
vil,vil,20.15
vin,v5,80.92
vingt,v5,29.47
vins,v5,6.54
vint,v5,7.58
vio,vjo,47.1
viol,vjOl,13.43
viols,vjOl,1.9
vis,vi,66.69000000000001
vit,vi,89.12
vo,vo,319.47999999999985
vod,vOd,17.07
voeu,v2,10.72
voeux,v2,17.86
voi,vwa,1066.3300000000002
voie,vwa,81.25999999999999
voient,vwa,26.16
voies,vwa,16.53
voir,vwaR,1401.1
vois,vwa,689.75
voit,vwa,181.98
voix,vwa,130.83
vol,vOl,78.67
vols,vOl,8.28
volts,vOlt,1.6
vont,v§,281.35
vor,vOR,6.14
vos,vo,649.07
vou,vu,733.9999999999999
vous,vu,13589.7
voué,vwe,2.52
vouée,vwe,1.42
voya,vwaja,122.2
vrac,vRak,1.17
vrai,vRE,713.0600000000001
vraie,vRE,83.64
vraies,vRE,13.91
vrais,vRE,33.99
vu,vy,950.86
vue,vy,198.01
vues,vy,13.73
vus,vy,48.93
vé,ve,288.95
vê,vê,8.909999999999998
wa,wa,10.24
watts,wat,1.75
x,iks,7.48
y,i,4377.9800000000005
ya,ja,1.1800000000000002
yan,yan,3.71
yang,j@g,3.25
yeah,yeah,14.01
yen,jEn,1.87
yens,yens,1.4
yeux,j2,315.89
yin,jin,2.17
yo,jo,3.7399999999999998
you,ju,2.17
z,z,5.39
zap,zap,1.48
zen,zEn,3.4699999999999998
zi,zi,3.14
zig,zig,1.52
zinc,zinc,1.96
zo,zo,1.5599999999999998
zob,zOb,1.54
zom,z§,2.9800000000000004
zoom,zum,2.27
zou,zu,1.86
zut,zyt,13.69
zé,ze,34.37
à,a,12190.4
â,a,20.450000000000003
ça,sa,8971.85
